Date,Service_Type,Cost_USD,Environment,Region
2026-07-03,Storage,18.09,Dev,US-East-1
2026-07-03,AI_Services,163.12,Prod,US-East-1
2026-07-03,Storage,207.43,QA,US-East-1
2026-07-03,Compute,320.96,QA,US-East-1
2026-07-03,AI_Services,155.64,Prod,US-East-1
2026-07-03,AI_Services,427.81,Prod,US-East-1
2026-07-03,Storage,433.55,QA,US-East-1
2026-07-03,Network,421.55,QA,US-East-1
2026-07-03,Compute,202.76,Prod,US-East-1
2026-07-03,Network,142.21,Dev,US-East-1
2026-07-03,AI_Services,259.43,QA,US-East-1
2026-07-03,Compute,305.45,Prod,US-East-1
2026-07-03,Storage,496.05,Prod,US-East-1
2026-07-03,AI_Services,189.38,Dev,US-East-1
2026-07-03,Compute,205.61,Prod,US-East-1
2026-07-03,Storage,38.2,QA,US-East-1
2026-07-03,Compute,25.49,QA,US-East-1
2026-07-03,Network,80.7,QA,US-East-1
2026-07-03,Network,394.23,QA,US-East-1
2026-07-03,Compute,269.84,Dev,US-East-1
2026-07-03,Storage,267.0,QA,US-East-1
2026-07-03,AI_Services,476.31,QA,US-East-1
2026-07-03,Network,413.2,Prod,US-East-1
2026-07-03,Storage,433.51,Dev,US-East-1
2026-07-03,AI_Services,482.39,QA,US-East-1
2026-07-03,Compute,124.91,Dev,US-East-1
2026-07-03,Compute,165.5,Prod,US-East-1
2026-07-03,AI_Services,119.27,Dev,US-East-1
2026-07-03,Storage,143.53,Prod,US-East-1
2026-07-03,Compute,36.39,Dev,US-East-1
2026-07-03,Compute,270.64,Prod,US-East-1
2026-07-03,Compute,383.28,QA,US-East-1
2026-07-03,Network,35.45,QA,US-East-1
2026-07-03,Compute,431.89,QA,US-East-1
2026-07-03,Compute,439.31,Dev,US-East-1
2026-07-03,Network,362.44,QA,US-East-1
2026-07-03,Network,299.89,QA,US-East-1
2026-07-03,Compute,199.73,Dev,US-East-1
2026-07-03,AI_Services,249.42,Dev,US-East-1
2026-07-03,Storage,67.59,Dev,US-East-1
2026-07-03,Compute,227.04,Prod,US-East-1
2026-07-03,Storage,154.73,QA,US-East-1
2026-07-03,Network,328.81,QA,US-East-1
2026-07-03,Compute,162.82,Dev,US-East-1
2026-07-03,Network,108.75,Prod,US-East-1
2026-07-03,Network,219.03,QA,US-East-1
2026-07-03,Network,340.94,Prod,US-East-1
2026-07-03,AI_Services,141.32,Dev,US-East-1
2026-07-03,Storage,428.53,Dev,US-East-1
2026-07-03,Compute,444.8,QA,US-East-1
2026-07-03,Compute,455.29,QA,US-East-1
2026-07-03,Compute,364.42,Prod,US-East-1
2026-07-03,Compute,459.91,Dev,US-East-1
2026-07-03,Storage,51.74,Prod,US-East-1
2026-07-03,Compute,418.04,QA,US-East-1
2026-07-03,Compute,227.2,Prod,US-East-1
2026-07-03,Network,407.38,Prod,US-East-1
2026-07-03,AI_Services,177.62,Prod,US-East-1
2026-07-03,Compute,436.62,Prod,US-East-1
2026-07-03,Storage,296.34,QA,US-East-1
2026-07-03,Network,444.91,QA,US-East-1
2026-07-03,Storage,159.87,Dev,US-East-1
2026-07-03,AI_Services,414.89,Prod,US-East-1
2026-07-03,Storage,420.61,Dev,US-East-1
2026-07-03,AI_Services,430.18,Prod,US-East-1
2026-07-03,Compute,426.31,Dev,US-East-1
2026-07-03,AI_Services,34.33,Dev,US-East-1
2026-07-03,Network,167.68,Dev,US-East-1
2026-07-03,Compute,479.51,Dev,US-East-1
2026-07-03,Network,14.62,Dev,US-East-1
2026-07-03,Network,114.08,Prod,US-East-1
2026-07-03,Network,182.83,QA,US-East-1
2026-07-03,Network,457.11,Dev,US-East-1
2026-07-03,AI_Services,189.87,Prod,US-East-1
2026-07-03,AI_Services,147.12,Prod,US-East-1
2026-07-03,Compute,205.3,Prod,US-East-1
2026-07-03,Compute,296.23,Dev,US-East-1
2026-07-03,AI_Services,334.31,Prod,US-East-1
2026-07-03,AI_Services,16.51,Prod,US-East-1
2026-07-03,Network,203.33,Dev,US-East-1
2026-07-03,Compute,265.05,Dev,US-East-1
2026-07-03,Compute,434.42,Dev,US-East-1
2026-07-03,Compute,334.67,Dev,US-East-1
2026-07-03,Storage,67.51,QA,US-East-1
2026-07-03,AI_Services,449.45,Dev,US-East-1
2026-07-03,Compute,359.54,QA,US-East-1
2026-07-03,AI_Services,370.26,Prod,US-East-1
2026-07-03,Storage,121.34,QA,US-East-1
2026-07-03,Compute,141.88,QA,US-East-1
2026-07-03,AI_Services,286.57,QA,US-East-1
2026-07-03,Storage,401.62,Dev,US-East-1
2026-07-03,Storage,259.93,Dev,US-East-1
2026-07-03,AI_Services,22.51,Dev,US-East-1
2026-07-04,Storage,203.18,QA,US-East-1
2026-07-03,Network,269.92,Dev,US-East-1
2026-07-03,AI_Services,23.95,QA,US-East-1
2026-07-03,Compute,479.46,QA,US-East-1
2026-07-03,Network,434.39,Dev,US-East-1
2026-07-03,Compute,328.74,QA,US-East-1
2026-07-03,Network,142.98,QA,US-East-1
2026-07-03,Network,267.73,Prod,US-East-1
2026-07-03,AI_Services,126.53,Dev,US-East-1
2026-07-03,AI_Services,240.5,QA,US-East-1
2026-07-03,Network,465.81,Dev,US-East-1
2026-07-03,Network,499.92,QA,US-East-1
2026-07-03,AI_Services,200.94,Prod,US-East-1
2026-07-03,Network,278.55,Dev,US-East-1
2026-07-03,Compute,143.12,Dev,US-East-1
2026-07-03,Storage,90.15,QA,US-East-1
2026-07-03,Network,254.13,Prod,US-East-1
2026-07-03,AI_Services,208.6,Prod,US-East-1
2026-07-03,Network,477.33,QA,US-East-1
2026-07-03,Network,434.88,Prod,US-East-1
2026-07-03,Compute,123.5,QA,US-East-1
2026-07-03,Compute,29.18,Dev,US-East-1
2026-07-03,Compute,204.59,QA,US-East-1
2026-07-03,Compute,62.89,Dev,US-East-1
2026-07-03,Compute,214.67,Prod,US-East-1
2026-07-03,AI_Services,197.33,QA,US-East-1
2026-07-03,Storage,475.92,Dev,US-East-1
2026-07-03,AI_Services,189.2,Dev,US-East-1
2026-07-03,Storage,10.12,QA,US-East-1
2026-07-03,Compute,29.91,QA,US-East-1
2026-07-03,Storage,440.41,Prod,US-East-1
2026-07-03,AI_Services,211.28,QA,US-East-1
2026-07-03,Storage,318.9,Prod,US-East-1
2026-07-03,AI_Services,360.4,Prod,US-East-1
2026-07-03,Network,358.53,Dev,US-East-1
2026-07-03,Storage,171.32,Prod,US-East-1
2026-07-03,Compute,11.98,Prod,US-East-1
2026-07-03,Storage,215.37,Dev,US-East-1
2026-07-03,Storage,291.52,QA,US-East-1
2026-07-03,Compute,455.46,Dev,US-East-1
2026-07-03,Network,191.12,Prod,US-East-1
2026-07-03,Compute,293.61,Dev,US-East-1
2026-07-03,AI_Services,85.22,Dev,US-East-1
2026-07-03,Compute,396.21,Prod,US-East-1
2026-07-03,AI_Services,272.65,QA,US-East-1
2026-07-03,Compute,372.86,QA,US-East-1
2026-07-03,Compute,359.66,QA,US-East-1
2026-07-03,Compute,382.97,QA,US-East-1
2026-07-03,AI_Services,349.95,Prod,US-East-1
2026-07-03,Network,489.69,Dev,US-East-1
2026-07-03,AI_Services,320.06,Prod,US-East-1
2026-07-03,Network,117.51,Prod,US-East-1
2026-07-03,Storage,31.32,Prod,US-East-1
2026-07-03,Network,226.33,Prod,US-East-1
2026-07-03,AI_Services,359.07,Dev,US-East-1
2026-07-03,Storage,102.29,Dev,US-East-1
2026-07-03,Compute,139.7,Dev,US-East-1
2026-07-03,Network,76.52,Dev,US-East-1
2026-07-03,Compute,388.42,Prod,US-East-1
2026-07-03,Network,212.43,Dev,US-East-1
2026-07-03,Compute,362.63,QA,US-East-1
2026-07-03,Compute,263.63,Prod,US-East-1
2026-07-03,Network,19.62,QA,US-East-1
2026-07-03,AI_Services,202.06,QA,US-East-1
2026-07-03,AI_Services,404.28,QA,US-East-1
2026-07-03,Network,494.46,Dev,US-East-1
2026-07-03,AI_Services,478.85,QA,US-East-1
2026-07-03,AI_Services,378.72,Prod,US-East-1
2026-07-03,Compute,82.3,Dev,US-East-1
2026-07-03,Storage,27.58,QA,US-East-1
2026-07-03,AI_Services,315.24,Prod,US-East-1
2026-07-03,Network,195.59,Prod,US-East-1
2026-07-03,AI_Services,95.84,Prod,US-East-1
2026-07-03,Compute,151.95,QA,US-East-1
2026-07-03,AI_Services,216.42,Prod,US-East-1
2026-07-03,Storage,196.8,Dev,US-East-1
2026-07-03,AI_Services,392.86,QA,US-East-1
2026-07-03,Compute,317.7,QA,US-East-1
2026-07-03,Storage,53.36,Prod,US-East-1
2026-07-03,Storage,495.93,Prod,US-East-1
2026-07-03,Compute,342.08,Dev,US-East-1
2026-07-03,Compute,421.87,Dev,US-East-1
2026-07-03,Compute,477.35,Dev,US-East-1
2026-07-03,Compute,155.77,Dev,US-East-1
2026-07-03,AI_Services,295.11,Dev,US-East-1
2026-07-03,AI_Services,484.19,Dev,US-East-1
2026-07-03,Storage,477.42,Prod,US-East-1
2026-07-03,Storage,480.45,Prod,US-East-1
2026-07-03,Storage,295.04,Prod,US-East-1
2026-07-03,Storage,225.98,Prod,US-East-1
2026-07-03,Network,74.29,Dev,US-East-1
2026-07-03,Network,458.87,QA,US-East-1
2026-07-03,Storage,58.36,Prod,US-East-1
2026-07-03,Network,321.07,Dev,US-East-1
2026-07-03,AI_Services,33.78,Dev,US-East-1
2026-07-03,Network,94.8,QA,US-East-1
2026-07-03,AI_Services,468.12,Dev,US-East-1
2026-07-03,Storage,129.37,Dev,US-East-1
2026-07-03,Storage,224.74,QA,US-East-1
2026-07-03,AI_Services,156.75,Dev,US-East-1
2026-07-03,Storage,179.31,QA,US-East-1
2026-07-03,Storage,36.97,Dev,US-East-1
2026-07-03,Network,371.04,Prod,US-East-1
2026-07-03,Network,150.73,Dev,US-East-1
2026-07-03,Compute,217.73,Dev,US-East-1
2026-07-03,AI_Services,390.32,QA,US-East-1
2026-07-03,Storage,428.04,QA,US-East-1
2026-07-03,Storage,325.3,QA,US-East-1
2026-07-03,Compute,340.53,Dev,US-East-1
2026-07-03,Compute,72.41,Dev,US-East-1
2026-07-03,Storage,385.08,QA,US-East-1
2026-07-03,AI_Services,483.3,Dev,US-East-1
2026-07-03,Compute,95.77,QA,US-East-1
2026-07-03,Network,242.61,Prod,US-East-1
2026-07-03,Storage,451.4,Prod,US-East-1
2026-07-03,Compute,181.07,QA,US-East-1
2026-07-03,Compute,129.92,Prod,US-East-1
2026-07-03,Compute,127.5,Dev,US-East-1
2026-07-03,Network,366.81,Dev,US-East-1
2026-07-03,Storage,468.62,QA,US-East-1
2026-07-03,Compute,105.15,QA,US-East-1
2026-07-03,Storage,296.79,Prod,US-East-1
2026-07-03,Storage,214.17,QA,US-East-1
2026-07-03,AI_Services,133.41,QA,US-East-1
2026-07-03,Compute,128.01,Dev,US-East-1
2026-07-03,AI_Services,100.56,Prod,US-East-1
2026-07-03,Network,480.07,QA,US-East-1
2026-07-03,Network,335.08,Dev,US-East-1
2026-07-03,Storage,484.56,Prod,US-East-1
2026-07-03,Compute,385.78,QA,US-East-1
2026-07-03,Compute,153.72,Dev,US-East-1
2026-07-03,AI_Services,481.27,QA,US-East-1
2026-07-03,Network,75.16,Prod,US-East-1
2026-07-03,Compute,22.18,Prod,US-East-1
2026-07-03,Storage,332.1,QA,US-East-1
2026-07-03,AI_Services,187.64,Dev,US-East-1
2026-07-03,Storage,285.46,QA,US-East-1
2026-07-03,Storage,108.72,Dev,US-East-1
2026-07-03,Compute,379.26,Dev,US-East-1
2026-07-03,Network,455.97,QA,US-East-1
2026-07-03,AI_Services,235.44,Prod,US-East-1
2026-07-03,Network,68.43,Dev,US-East-1
2026-07-03,Compute,499.71,Prod,US-East-1
2026-07-03,Network,418.06,Prod,US-East-1
2026-07-03,Compute,254.96,QA,US-East-1
2026-07-03,Network,13.66,QA,US-East-1
2026-07-03,Storage,125.56,Dev,US-East-1
2026-07-03,Network,129.04,QA,US-East-1
2026-07-03,Storage,34.84,QA,US-East-1
2026-07-03,Network,370.45,Prod,US-East-1
2026-07-03,Storage,426.18,QA,US-East-1
2026-07-03,Compute,457.45,QA,US-East-1
2026-07-03,Network,22.88,Dev,US-East-1
2026-07-03,Network,338.57,Dev,US-East-1
2026-07-03,Compute,379.04,Dev,US-East-1
2026-07-03,Network,379.57,Dev,US-East-1
2026-07-03,Compute,439.79,Dev,US-East-1
2026-07-03,Network,103.18,QA,US-East-1
2026-07-03,Storage,256.93,QA,US-East-1
2026-07-03,Network,213.2,Dev,US-East-1
2026-07-03,Storage,32.26,QA,US-East-1
2026-07-03,Compute,252.43,QA,US-East-1
2026-07-03,AI_Services,380.27,QA,US-East-1
2026-07-03,Network,116.3,QA,US-East-1
2026-07-03,Compute,93.16,Prod,US-East-1
2026-07-03,Compute,499.12,QA,US-East-1
2026-07-03,AI_Services,423.01,Prod,US-East-1
2026-07-03,AI_Services,279.99,Dev,US-East-1
2026-07-03,Storage,414.75,Prod,US-East-1
2026-07-03,Network,141.02,Dev,US-East-1
2026-07-03,Network,444.46,QA,US-East-1
2026-07-03,Network,449.68,QA,US-East-1
2026-07-03,Storage,153.14,Dev,US-East-1
2026-07-03,Compute,262.87,Prod,US-East-1
2026-07-03,Compute,493.81,Prod,US-East-1
2026-07-03,Compute,115.85,QA,US-East-1
2026-07-03,AI_Services,447.94,Dev,US-East-1
2026-07-03,AI_Services,141.92,Dev,US-East-1
2026-07-03,Compute,346.12,QA,US-East-1
2026-07-03,Compute,463.82,Prod,US-East-1
2026-07-03,AI_Services,362.9,QA,US-East-1
2026-07-03,AI_Services,141.85,Dev,US-East-1
2026-07-03,AI_Services,48.67,QA,US-East-1
2026-07-03,Storage,482.09,QA,US-East-1
2026-07-03,Compute,165.07,QA,US-East-1
2026-07-03,AI_Services,458.84,Prod,US-East-1
2026-07-03,Network,354.24,Prod,US-East-1
2026-07-03,Network,266.95,QA,US-East-1
2026-07-03,Network,196.95,Prod,US-East-1
2026-07-03,Network,185.95,QA,US-East-1
2026-07-03,Storage,140.56,Dev,US-East-1
2026-07-03,Network,194.35,QA,US-East-1
2026-07-03,AI_Services,426.78,Dev,US-East-1
2026-07-03,Compute,415.1,Prod,US-East-1
2026-07-03,Network,273.02,Dev,US-East-1
2026-07-03,Storage,43.65,QA,US-East-1
2026-07-03,Network,423.52,QA,US-East-1
2026-07-03,Network,57.82,Prod,US-East-1
2026-07-03,Network,269.71,Prod,US-East-1
2026-07-03,Storage,181.37,Dev,US-East-1
2026-07-03,Compute,54.44,Dev,US-East-1
2026-07-03,Network,440.37,QA,US-East-1
2026-07-03,Compute,230.34,Dev,US-East-1
2026-07-03,AI_Services,367.62,Dev,US-East-1
2026-07-03,Storage,10.21,Dev,US-East-1
2026-07-03,Storage,298.23,Dev,US-East-1
2026-07-03,Compute,428.67,Prod,US-East-1
2026-07-03,Network,359.85,Prod,US-East-1
2026-07-03,Compute,370.76,QA,US-East-1
2026-07-03,Compute,383.88,QA,US-East-1
2026-07-03,AI_Services,51.15,Prod,US-East-1
2026-07-03,Network,261.27,QA,US-East-1
2026-07-03,Compute,14.63,Dev,US-East-1
2026-07-03,Compute,373.13,QA,US-East-1
2026-07-03,Storage,463.69,Prod,US-East-1
2026-07-03,Storage,464.22,Prod,US-East-1
2026-07-03,Network,175.24,Prod,US-East-1
2026-07-03,Network,92.84,QA,US-East-1
2026-07-03,Compute,275.73,Dev,US-East-1
2026-07-03,Compute,286.99,Prod,US-East-1
2026-07-03,Network,109.74,QA,US-East-1
2026-07-03,Network,324.04,Dev,US-East-1
2026-07-03,Network,241.5,Prod,US-East-1
2026-07-03,AI_Services,272.89,Dev,US-East-1
2026-07-03,Storage,464.19,Dev,US-East-1
2026-07-03,Storage,319.0,Dev,US-East-1
2026-07-03,Network,22.65,QA,US-East-1
2026-07-03,Compute,252.15,QA,US-East-1
2026-07-03,Storage,474.39,QA,US-East-1
2026-07-03,AI_Services,101.03,Prod,US-East-1
2026-07-03,AI_Services,120.2,QA,US-East-1
2026-07-03,Storage,499.58,Dev,US-East-1
2026-07-03,Compute,387.9,Dev,US-East-1
2026-07-03,Network,444.38,Prod,US-East-1
2026-07-03,AI_Services,412.23,QA,US-East-1
2026-07-03,Storage,457.89,Dev,US-East-1
2026-07-03,Storage,26.18,Prod,US-East-1
2026-07-03,AI_Services,222.12,Prod,US-East-1
2026-07-03,Storage,223.98,Dev,US-East-1
2026-07-03,Compute,286.8,Dev,US-East-1
2026-07-03,Network,303.22,Prod,US-East-1
2026-07-03,Compute,211.21,Prod,US-East-1
2026-07-03,Storage,415.63,Dev,US-East-1
2026-07-03,AI_Services,422.15,QA,US-East-1
2026-07-03,Network,171.84,Prod,US-East-1
2026-07-03,Storage,195.66,Dev,US-East-1
2026-07-03,Compute,231.44,Dev,US-East-1
2026-07-03,Compute,498.6,Prod,US-East-1
2026-07-03,Storage,28.12,Prod,US-East-1
2026-07-03,Compute,421.3,Dev,US-East-1
2026-07-03,Storage,267.57,QA,US-East-1
2026-07-03,Storage,487.63,Dev,US-East-1
2026-07-03,Storage,353.43,Dev,US-East-1
2026-07-03,Storage,10.69,QA,US-East-1
2026-07-03,Storage,122.15,QA,US-East-1
2026-07-03,AI_Services,75.02,Prod,US-East-1
2026-07-03,Compute,260.3,Prod,US-East-1
2026-07-03,AI_Services,228.57,Prod,US-East-1
2026-07-03,AI_Services,23.27,Dev,US-East-1
2026-07-03,Network,201.95,Dev,US-East-1
2026-07-03,Compute,100.2,Dev,US-East-1
2026-07-03,AI_Services,296.59,Dev,US-East-1
2026-07-03,AI_Services,445.46,Prod,US-East-1
2026-07-03,Storage,338.06,QA,US-East-1
2026-07-03,AI_Services,258.25,QA,US-East-1
2026-07-03,AI_Services,365.68,Dev,US-East-1
2026-07-03,Compute,486.13,Prod,US-East-1
2026-07-03,AI_Services,439.99,Dev,US-East-1
2026-07-03,Network,494.04,Dev,US-East-1
2026-07-03,Storage,308.99,Prod,US-East-1
2026-07-03,AI_Services,161.64,Prod,US-East-1
2026-07-03,Network,227.14,Dev,US-East-1
2026-07-03,Network,412.99,Prod,US-East-1
2026-07-03,Network,277.55,Prod,US-East-1
2026-07-03,Network,161.3,Dev,US-East-1
2026-07-03,AI_Services,111.61,Dev,US-East-1
2026-07-03,Compute,20.06,QA,US-East-1
2026-07-03,Compute,476.71,QA,US-East-1
2026-07-03,Storage,49.33,Prod,US-East-1
2026-07-03,AI_Services,303.65,QA,US-East-1
2026-07-03,Network,114.64,Prod,US-East-1
2026-07-03,AI_Services,139.78,Dev,US-East-1
2026-07-03,AI_Services,39.89,Dev,US-East-1
2026-07-03,Storage,58.11,QA,US-East-1
2026-07-03,Compute,49.47,QA,US-East-1
2026-07-03,AI_Services,171.39,QA,US-East-1
2026-07-03,Storage,493.64,Dev,US-East-1
2026-07-03,Network,154.05,Dev,US-East-1
2026-07-03,AI_Services,306.8,Dev,US-East-1
2026-07-03,AI_Services,38.02,QA,US-East-1
2026-07-03,Compute,446.86,Dev,US-East-1
2026-07-03,Storage,405.77,Prod,US-East-1
2026-07-03,AI_Services,196.08,Prod,US-East-1
2026-07-03,Network,104.66,Dev,US-East-1
2026-07-03,Compute,284.7,QA,US-East-1
2026-07-03,Network,332.82,Dev,US-East-1
2026-07-03,AI_Services,47.92,QA,US-East-1
2026-07-03,Compute,159.29,Prod,US-East-1
2026-07-03,Network,375.26,Prod,US-East-1
2026-07-03,Compute,348.73,Prod,US-East-1
2026-07-03,Network,368.3,Dev,US-East-1
2026-07-03,AI_Services,286.53,Prod,US-East-1
2026-07-03,Compute,369.16,Dev,US-East-1
2026-07-03,Storage,294.95,Dev,US-East-1
2026-07-03,Compute,450.36,Prod,US-East-1
2026-07-03,Network,294.34,QA,US-East-1
2026-07-03,Network,183.01,Prod,US-East-1
2026-07-03,Storage,159.84,Dev,US-East-1
2026-07-03,Storage,428.68,QA,US-East-1
2026-07-03,Storage,253.04,Dev,US-East-1
2026-07-03,AI_Services,64.58,Prod,US-East-1
2026-07-03,Compute,377.96,Prod,US-East-1
2026-07-03,Network,308.21,Dev,US-East-1
2026-07-03,AI_Services,294.69,QA,US-East-1
2026-07-03,AI_Services,203.61,Dev,US-East-1
2026-07-03,Compute,129.6,QA,US-East-1
2026-07-03,Storage,362.33,Dev,US-East-1
2026-07-03,Storage,398.18,QA,US-East-1
2026-07-03,Compute,342.1,Prod,US-East-1
2026-07-03,Compute,445.96,Dev,US-East-1
2026-07-03,Compute,259.14,Dev,US-East-1
2026-07-03,Network,64.87,Prod,US-East-1
2026-07-03,AI_Services,400.59,Dev,US-East-1
2026-07-03,AI_Services,263.43,Prod,US-East-1
2026-07-03,AI_Services,26.35,QA,US-East-1
2026-07-03,Network,223.29,Dev,US-East-1
2026-07-03,Storage,280.48,Dev,US-East-1
2026-07-03,Storage,382.55,Dev,US-East-1
2026-07-03,Storage,155.07,Prod,US-East-1
2026-07-03,Storage,480.35,Prod,US-East-1
2026-07-03,Network,499.97,QA,US-East-1
2026-07-03,Network,435.96,Dev,US-East-1
2026-07-03,Network,185.44,Prod,US-East-1
2026-07-03,Network,194.53,Dev,US-East-1
2026-07-03,Compute,282.63,Prod,US-East-1
2026-07-03,Storage,98.96,Prod,US-East-1
2026-07-03,AI_Services,203.42,QA,US-East-1
2026-07-03,Network,448.87,QA,US-East-1
2026-07-03,Network,325.31,Dev,US-East-1
2026-07-03,Storage,298.39,QA,US-East-1
2026-07-03,Compute,326.81,Prod,US-East-1
2026-07-03,Compute,277.63,QA,US-East-1
2026-07-03,Compute,178.27,Prod,US-East-1
2026-07-03,AI_Services,431.04,QA,US-East-1
2026-07-03,Storage,410.65,Prod,US-East-1
2026-07-03,Compute,317.48,Prod,US-East-1
2026-07-03,AI_Services,143.66,Prod,US-East-1
2026-07-03,Storage,407.42,QA,US-East-1
2026-07-03,Network,159.43,Prod,US-East-1
2026-07-03,Network,50.39,QA,US-East-1
2026-07-03,Storage,167.7,Prod,US-East-1
2026-07-03,Storage,296.74,Prod,US-East-1
2026-07-03,Network,33.72,Dev,US-East-1
2026-07-03,AI_Services,38.44,Prod,US-East-1
2026-07-03,AI_Services,100.12,Dev,US-East-1
2026-07-03,Network,451.11,Dev,US-East-1
2026-07-03,AI_Services,164.4,Dev,US-East-1
2026-07-03,Compute,303.57,Dev,US-East-1
2026-07-03,Compute,430.99,QA,US-East-1
2026-07-03,Network,145.69,Prod,US-East-1
2026-07-03,Storage,176.39,QA,US-East-1
2026-07-03,Network,275.91,Prod,US-East-1
2026-07-03,Compute,77.57,Dev,US-East-1
2026-07-03,Network,134.74,Prod,US-East-1
2026-07-03,Storage,412.71,Prod,US-East-1
2026-07-03,AI_Services,277.94,QA,US-East-1
2026-07-03,Compute,328.72,Dev,US-East-1
2026-07-03,Storage,390.6,QA,US-East-1
2026-07-03,Storage,23.87,Prod,US-East-1
2026-07-03,AI_Services,210.58,Prod,US-East-1
2026-07-03,AI_Services,321.8,QA,US-East-1
2026-07-03,Network,32.51,Prod,US-East-1
2026-07-03,Network,449.32,QA,US-East-1
2026-07-03,Network,69.97,QA,US-East-1
2026-07-03,AI_Services,443.34,Dev,US-East-1
2026-07-03,Storage,495.02,Prod,US-East-1
2026-07-03,Storage,14.02,Prod,US-East-1
2026-07-03,Storage,38.54,Dev,US-East-1
2026-07-03,Storage,180.79,Prod,US-East-1
2026-07-03,Storage,136.77,Prod,US-East-1
2026-07-03,AI_Services,402.81,Prod,US-East-1
2026-07-03,Storage,98.97,Prod,US-East-1
2026-07-03,Storage,293.6,Prod,US-East-1
2026-07-03,Compute,91.71,Prod,US-East-1
2026-07-03,Storage,386.37,Dev,US-East-1
2026-07-03,Network,47.97,Dev,US-East-1
2026-07-03,Storage,81.98,Dev,US-East-1
2026-07-03,AI_Services,190.14,Dev,US-East-1
2026-07-03,AI_Services,418.44,QA,US-East-1
2026-07-03,Storage,477.03,Dev,US-East-1
2026-07-03,AI_Services,98.62,QA,US-East-1
2026-07-03,Storage,371.89,Dev,US-East-1
2026-07-03,AI_Services,419.14,Prod,US-East-1
2026-07-03,AI_Services,460.13,QA,US-East-1
2026-07-03,Compute,435.01,QA,US-East-1
2026-07-03,Storage,354.23,Dev,US-East-1
2026-07-03,Network,318.66,Prod,US-East-1
2026-07-03,Network,385.64,Dev,US-East-1
2026-07-03,AI_Services,454.28,Dev,US-East-1
2026-07-03,AI_Services,191.27,Dev,US-East-1
2026-07-03,Network,359.89,Dev,US-East-1
2026-07-03,Network,375.5,Dev,US-East-1
2026-07-03,AI_Services,17.15,Prod,US-East-1
2026-07-03,AI_Services,225.04,Dev,US-East-1
2026-07-03,Storage,455.17,QA,US-East-1
2026-07-03,Storage,106.36,Prod,US-East-1
2026-07-03,Network,431.12,QA,US-East-1
2026-07-03,Compute,295.55,Dev,US-East-1
2026-07-03,Compute,390.58,QA,US-East-1
2026-07-03,AI_Services,412.03,Prod,US-East-1
2026-07-03,AI_Services,102.07,QA,US-East-1
2026-07-03,Storage,479.08,Dev,US-East-1
2026-07-03,Storage,66.9,QA,US-East-1
2026-07-03,AI_Services,36.83,Prod,US-East-1
2026-07-03,Compute,112.79,QA,US-East-1
2026-07-03,AI_Services,333.41,QA,US-East-1
2026-07-03,Network,459.37,QA,US-East-1
2026-07-03,Storage,162.6,Prod,US-East-1
2026-07-03,Compute,337.7,QA,US-East-1
2026-07-03,Compute,204.18,Prod,US-East-1
2026-07-03,Network,488.42,Dev,US-East-1
2026-07-03,Storage,335.26,Prod,US-East-1
2026-07-03,Storage,255.25,Prod,US-East-1
2026-07-03,Storage,421.03,Prod,US-East-1
2026-07-03,Storage,414.89,Dev,US-East-1
2026-07-03,Network,152.64,Prod,US-East-1
2026-07-03,Compute,203.04,QA,US-East-1
2026-07-03,Network,364.83,Prod,US-East-1
2026-07-03,Storage,246.52,Prod,US-East-1
2026-07-03,AI_Services,364.92,Dev,US-East-1
2026-07-03,Storage,381.04,Prod,US-East-1
2026-07-03,Compute,491.46,Prod,US-East-1
2026-07-03,Storage,284.82,QA,US-East-1
2026-07-03,Compute,132.8,Dev,US-East-1
2026-07-03,Compute,277.48,QA,US-East-1
2026-07-03,AI_Services,291.21,Dev,US-East-1
2026-07-03,Network,341.89,Prod,US-East-1
2026-07-03,Compute,485.38,QA,US-East-1
2026-07-03,AI_Services,145.89,Dev,US-East-1
2026-07-03,Network,138.95,Prod,US-East-1
2026-07-03,Network,451.13,QA,US-East-1
2026-07-03,Compute,57.3,QA,US-East-1
2026-07-03,Network,490.07,Dev,US-East-1
2026-07-03,Compute,141.73,QA,US-East-1
2026-07-03,Network,440.02,Dev,US-East-1
2026-07-03,Network,355.67,QA,US-East-1
2026-07-03,AI_Services,338.05,Dev,US-East-1
2026-07-03,Network,181.4,QA,US-East-1
2026-07-03,AI_Services,158.09,Dev,US-East-1
2026-07-03,Network,171.98,Dev,US-East-1
2026-07-03,AI_Services,397.03,Dev,US-East-1
2026-07-03,Storage,35.65,QA,US-East-1
2026-07-03,Compute,407.07,QA,US-East-1
2026-07-03,Storage,439.66,Dev,US-East-1
2026-07-03,Compute,173.04,Dev,US-East-1
2026-07-03,Network,455.51,Dev,US-East-1
2026-07-03,Network,303.95,QA,US-East-1
2026-07-03,Storage,108.57,QA,US-East-1
2026-07-03,Compute,348.59,Prod,US-East-1
2026-07-03,Compute,200.04,Dev,US-East-1
2026-07-03,Storage,90.61,QA,US-East-1
2026-07-03,Compute,135.13,Prod,US-East-1
2026-07-03,Storage,93.09,Dev,US-East-1
2026-07-03,Compute,361.52,QA,US-East-1
2026-07-03,AI_Services,89.64,Dev,US-East-1
2026-07-03,Compute,52.27,Prod,US-East-1
2026-07-03,Compute,15.62,QA,US-East-1
2026-07-03,AI_Services,258.94,Prod,US-East-1
