Employee_ID,Department,Performance_Score,Salary,Years_of_Service,Attrition_Risk
617080,Finance,3,96505,5,False
164626,HR,3,110733,3,True
456079,HR,4,96784,3,True
757960,Finance,1,121891,4,True
268801,Finance,4,68514,6,False
247874,IT,5,63813,1,False
244299,Cloud Engineering,4,110747,1,False
211396,Clinical Ops,5,69966,3,False
807390,Cloud Engineering,1,132966,14,False
98142,Clinical Ops,5,148219,1,True
298177,IT,5,90895,10,True
704541,HR,1,73409,15,False
485857,IT,1,114628,5,False
654885,HR,4,132657,12,True
4300,IT,4,73186,7,True
983788,HR,1,73018,14,True
784467,Clinical Ops,2,104787,3,True
126003,HR,2,97192,8,False
131225,Clinical Ops,2,105848,11,False
422441,Finance,5,131414,6,True
899967,HR,3,68913,5,True
978216,Finance,3,71339,2,False
582249,Cloud Engineering,5,92597,15,True
768280,Cloud Engineering,1,145809,4,False
158498,Clinical Ops,4,131901,11,False
882430,Cloud Engineering,2,109276,11,True
441839,Clinical Ops,3,140935,7,False
554097,HR,5,100022,2,False
443810,Clinical Ops,4,85719,4,False
923245,Finance,3,126909,7,True
260854,Cloud Engineering,2,128109,8,True
797097,Cloud Engineering,2,137312,10,True
497457,HR,2,138958,12,True
949079,IT,4,125238,4,False
363543,HR,5,111576,13,False
563708,HR,4,97928,12,True
529683,IT,3,89840,15,True
840550,Finance,4,138317,3,False
839528,Finance,4,76490,11,True
749855,Cloud Engineering,5,111131,10,False
243089,Finance,2,103347,5,True
195870,HR,1,112501,13,False
659924,Clinical Ops,4,125294,5,True
885457,HR,1,95992,8,True
796868,Cloud Engineering,4,131060,1,True
203593,Clinical Ops,3,133716,7,False
602091,Clinical Ops,1,115043,15,False
704068,Clinical Ops,3,72209,14,False
12300,Cloud Engineering,2,93248,5,False
914446,Cloud Engineering,2,144685,12,False
409486,HR,5,135584,3,True
37171,HR,1,78812,9,True
23927,IT,4,66983,5,False
83356,Finance,2,92956,10,False
353564,Cloud Engineering,1,65804,7,False
901503,Cloud Engineering,4,95029,6,False
29318,Clinical Ops,4,90750,8,False
571398,Cloud Engineering,3,105240,6,False
79720,Clinical Ops,2,133575,9,False
801310,IT,2,89196,10,False
933100,IT,5,101026,3,False
119764,Cloud Engineering,3,100142,15,True
40445,Finance,4,76768,5,True
214481,Finance,4,71561,6,True
163919,Cloud Engineering,5,132585,14,False
797764,HR,4,148816,1,True
149899,Finance,4,87185,2,True
63425,HR,2,137987,8,False
752012,HR,5,130826,5,False
457512,Clinical Ops,5,113760,5,True
97771,Finance,4,72051,3,True
771214,Cloud Engineering,2,115395,8,False
47376,Finance,3,124532,6,False
876617,Cloud Engineering,4,65448,1,False
221778,Cloud Engineering,5,135029,13,False
371461,HR,5,133191,6,True
833435,Cloud Engineering,4,141205,4,False
220980,Clinical Ops,1,91904,13,False
153654,Cloud Engineering,1,74474,7,True
414776,Clinical Ops,1,84663,5,False
542263,IT,1,147054,14,False
705103,IT,3,68810,13,True
888834,IT,2,65659,9,True
878398,HR,5,71466,11,True
63993,Finance,4,113122,11,False
45438,HR,2,101556,3,False
44418,Clinical Ops,5,97874,13,True
871579,Cloud Engineering,4,74230,14,False
916344,HR,3,66211,6,True
960778,IT,1,73621,7,True
251299,Finance,4,79043,5,True
429973,Finance,1,103134,2,True
485214,Cloud Engineering,4,74680,2,False
555360,Cloud Engineering,5,60927,13,False
951530,HR,1,106730,2,False
966676,Cloud Engineering,4,127851,15,False
498790,IT,4,111786,11,False
577113,Finance,1,111782,13,True
281090,Finance,1,87590,12,False
727164,HR,1,111984,6,False
538751,Clinical Ops,4,113418,9,True
941113,IT,2,95656,6,True
778158,Clinical Ops,4,78655,6,False
471536,Cloud Engineering,2,119747,9,True
83281,Finance,1,141227,1,False
939574,HR,4,102161,12,False
518247,IT,3,103534,15,False
753797,HR,3,71610,11,True
192908,Clinical Ops,2,128898,10,True
737358,HR,4,64537,8,True
350291,Clinical Ops,3,70012,5,False
71210,Cloud Engineering,1,142828,4,False
99451,Clinical Ops,1,82009,13,True
70569,Cloud Engineering,1,140296,14,False
225465,Cloud Engineering,1,113938,2,False
505428,Cloud Engineering,1,91365,8,False
82571,Cloud Engineering,4,101101,10,False
67044,HR,5,138022,2,True
304059,Finance,2,89559,9,True
752207,Clinical Ops,3,77504,5,True
817963,Cloud Engineering,3,133441,6,False
689336,Clinical Ops,3,87649,6,True
514950,HR,3,100869,15,False
78804,IT,1,134204,4,False
162116,HR,5,110690,8,False
579631,IT,2,61532,7,False
683580,Clinical Ops,4,121589,13,True
515885,Cloud Engineering,1,136810,10,True
62456,Cloud Engineering,5,102166,2,False
752738,Clinical Ops,1,126859,11,True
154259,Finance,1,138600,1,True
196823,IT,5,90693,3,True
423164,Finance,2,110451,14,False
446369,IT,4,109481,2,False
579524,Cloud Engineering,4,60920,5,True
994023,IT,4,86889,7,True
616237,Finance,1,127448,2,False
433657,IT,1,101336,15,True
796623,IT,5,80659,10,False
158644,Clinical Ops,3,71947,10,True
478019,HR,4,144586,8,False
912082,Clinical Ops,2,132131,10,False
224219,Clinical Ops,2,128537,3,False
617805,HR,1,75055,1,False
326642,Clinical Ops,2,119050,14,False
90152,HR,3,90428,15,True
802227,IT,5,69636,14,True
595812,Finance,4,90527,1,True
517002,Clinical Ops,2,65739,13,True
180064,IT,1,88285,13,False
33762,Clinical Ops,4,118356,14,False
506229,Clinical Ops,3,88262,15,True
200981,Clinical Ops,5,147982,14,True
633376,Cloud Engineering,3,75098,13,False
318295,HR,2,142668,14,True
395447,Cloud Engineering,2,64533,8,True
143751,Finance,5,115071,5,True
983686,Clinical Ops,5,94922,1,False
196639,Clinical Ops,4,100253,2,False
961402,Cloud Engineering,1,123283,10,False
370493,Clinical Ops,1,111073,5,True
423330,Clinical Ops,4,100541,11,True
239764,IT,5,90752,9,True
316319,Clinical Ops,4,125876,4,False
353395,HR,1,139627,14,True
732255,Clinical Ops,3,110194,2,True
499054,Clinical Ops,4,89928,6,False
17019,IT,4,127392,5,True
932854,HR,1,148272,5,False
112326,IT,2,135754,1,True
520189,Finance,2,119394,1,False
652725,IT,2,129124,6,True
338509,Cloud Engineering,5,93978,14,False
286860,Clinical Ops,3,115348,5,False
675526,Clinical Ops,3,139305,10,True
104471,Cloud Engineering,4,104697,2,False
410364,Cloud Engineering,3,77279,14,False
413760,Finance,3,79413,13,True
289109,Cloud Engineering,2,148787,6,False
104652,HR,4,99621,6,False
112040,Cloud Engineering,1,65474,6,False
793388,Finance,5,68186,2,False
183850,Cloud Engineering,3,60785,8,False
602016,Finance,3,74493,14,False
431055,HR,3,105141,4,True
429089,Cloud Engineering,2,133492,4,False
208105,Clinical Ops,1,103028,7,False
216520,Cloud Engineering,2,96264,13,False
969968,Cloud Engineering,1,118576,1,False
397457,HR,3,101311,10,True
40844,HR,5,115690,13,True
278997,HR,2,135135,6,False
948434,HR,3,147600,4,False
61281,Cloud Engineering,1,103439,4,True
640963,Clinical Ops,5,97586,5,True
168666,Finance,5,124852,13,True
352317,Clinical Ops,1,101153,4,True
326688,Clinical Ops,2,99404,4,True
36997,IT,2,137829,12,True
856460,Finance,2,107260,1,True
36744,Clinical Ops,3,96177,15,False
254343,Cloud Engineering,3,139109,7,True
133939,IT,2,108063,6,False
331415,Finance,5,130630,1,True
68401,Finance,1,132436,2,True
179357,Finance,4,102348,5,True
807058,HR,5,86300,8,True
18279,IT,4,145505,5,True
56862,Clinical Ops,3,125194,13,True
684572,HR,4,81387,5,True
752096,Finance,4,84143,2,True
489024,Cloud Engineering,4,65106,9,True
172317,HR,4,112656,8,False
300557,IT,5,89398,4,False
663434,Cloud Engineering,2,63092,10,True
132514,Cloud Engineering,2,77379,13,False
607255,Cloud Engineering,3,137526,12,True
61674,Cloud Engineering,1,118486,4,True
643115,Cloud Engineering,2,72911,3,False
225127,HR,2,85565,10,False
893100,HR,4,139491,5,False
699029,Cloud Engineering,1,90519,15,False
120460,HR,4,62472,10,False
184200,IT,3,122649,10,True
760424,IT,3,100825,6,False
758543,Finance,1,63716,2,True
589246,Clinical Ops,2,92229,5,False
384116,Cloud Engineering,4,138710,2,True
36661,HR,4,97342,7,True
710085,Cloud Engineering,4,138170,8,True
984715,IT,4,108382,15,True
854530,Clinical Ops,1,102879,14,False
225943,HR,1,64510,9,True
32322,Cloud Engineering,1,144887,1,True
120676,Finance,3,122420,7,False
86457,Clinical Ops,3,115852,1,False
36784,IT,4,128650,7,False
944482,IT,4,95029,7,True
735667,Cloud Engineering,4,123686,4,False
63599,HR,5,122339,1,True
470454,IT,2,83741,13,False
387898,Clinical Ops,4,80287,7,False
130341,Cloud Engineering,4,116050,11,False
602265,Cloud Engineering,1,139518,6,False
225614,Finance,4,149441,2,True
366233,Clinical Ops,2,66893,8,False
394558,Finance,5,89778,4,False
456867,HR,1,112312,15,False
308085,HR,4,148115,10,True
726056,Clinical Ops,4,142453,6,False
521841,Finance,5,120179,7,True
518552,IT,5,124289,6,True
15418,Finance,1,95448,4,False
251827,IT,5,64266,3,True
569995,Finance,1,128267,13,True
372968,IT,3,79828,5,True
530189,Clinical Ops,3,61576,13,True
917083,HR,2,87208,4,False
658450,IT,4,107696,4,True
686045,HR,3,80100,10,True
421085,Clinical Ops,3,144607,6,True
329650,Clinical Ops,1,62616,1,True
6726,HR,4,130377,8,True
386112,Clinical Ops,4,113706,4,True
590752,Cloud Engineering,4,104341,9,True
286882,Clinical Ops,3,92556,1,True
115094,HR,2,89150,6,True
653955,IT,4,137256,2,False
638079,Finance,5,130251,1,False
155056,HR,4,94691,12,False
953360,Finance,1,68998,9,True
101571,Finance,4,131833,12,True
71297,HR,4,115396,8,True
337741,Finance,1,100668,15,True
631332,Cloud Engineering,3,69856,1,True
716587,IT,4,70992,9,False
718720,Finance,2,148630,4,True
643245,HR,1,96127,11,True
422845,Clinical Ops,3,138125,6,False
688879,Clinical Ops,2,77351,15,False
996161,Cloud Engineering,1,125932,5,False
527722,HR,4,136414,15,True
938615,IT,4,145203,10,False
684158,HR,4,62986,4,True
727849,Clinical Ops,3,119850,3,False
371144,HR,1,70035,3,False
273969,Finance,1,115515,12,False
968904,IT,4,74739,15,True
456007,Finance,5,117106,15,True
282429,Clinical Ops,1,138430,5,False
627509,Clinical Ops,3,85207,15,False
364915,Cloud Engineering,1,70805,13,True
482494,HR,2,83893,3,True
624707,IT,4,101466,9,True
932672,Finance,4,121445,11,False
885644,HR,1,140475,2,False
868430,Clinical Ops,4,131029,9,False
687987,Cloud Engineering,2,76851,6,False
961743,Finance,2,89591,9,False
415359,Finance,3,135295,8,True
550655,Cloud Engineering,2,110351,11,True
625954,HR,5,73453,9,True
918025,IT,2,99986,15,True
260903,IT,2,102730,13,False
295575,Cloud Engineering,3,97707,15,False
439595,IT,2,90053,7,False
396931,IT,2,105376,4,False
256400,IT,3,139262,14,False
742980,HR,5,82680,14,False
676170,Clinical Ops,2,75036,10,False
330643,IT,3,82568,15,True
743267,IT,3,70347,9,True
249334,Finance,4,66776,11,True
319474,Cloud Engineering,3,127488,10,False
145444,Cloud Engineering,1,113869,7,True
370153,Clinical Ops,5,130787,15,False
793264,Finance,2,139519,7,True
743552,IT,1,106140,9,True
6222,Cloud Engineering,2,86685,6,False
296252,HR,4,105048,4,True
477901,Cloud Engineering,4,88523,12,False
487585,IT,3,71413,9,True
163754,Finance,2,114149,9,False
739381,HR,3,69755,1,True
635178,IT,3,124159,5,False
897265,Finance,2,65604,8,False
808631,Finance,5,125443,6,False
120569,Finance,5,77637,13,False
271697,Finance,1,71164,9,False
470766,HR,4,141358,7,True
74004,Cloud Engineering,2,133438,14,False
813142,HR,2,94155,14,False
539048,IT,3,61566,4,False
773028,IT,2,136418,13,False
136154,IT,2,98023,11,True
600277,Finance,3,105943,14,True
200766,HR,2,96022,6,False
934782,Finance,5,109223,11,True
267084,Cloud Engineering,1,97992,1,True
302917,IT,4,119775,7,True
933925,Clinical Ops,3,99433,1,False
394516,Clinical Ops,2,114450,11,True
529984,Cloud Engineering,2,136272,2,False
237925,Clinical Ops,1,62707,5,False
329195,Finance,1,131294,7,False
744207,Cloud Engineering,4,147487,3,False
130291,Clinical Ops,5,64316,13,True
918535,Finance,4,149202,4,True
84628,Clinical Ops,1,61027,3,True
452320,Cloud Engineering,5,113595,5,True
163814,Finance,5,78438,9,False
570912,Finance,3,148042,3,False
239737,Cloud Engineering,5,126631,15,True
82768,IT,2,139134,7,True
921525,Cloud Engineering,3,88848,1,False
727520,HR,3,86984,9,False
697652,IT,3,131307,15,True
896156,HR,3,81126,15,True
331154,HR,3,68355,1,False
141698,Finance,3,61954,13,True
64476,Finance,2,119884,4,True
926677,IT,2,77691,11,True
771920,Cloud Engineering,2,78379,9,False
753610,IT,1,131051,4,False
706975,Clinical Ops,2,67980,1,True
479409,IT,3,148509,13,True
35154,HR,2,86200,14,True
568588,IT,1,109746,8,False
550946,IT,2,68189,10,False
371613,Finance,1,111972,4,True
531107,IT,5,92838,14,True
921707,IT,3,130491,8,True
629576,Cloud Engineering,3,69534,13,True
100189,IT,1,82275,11,True
161987,Clinical Ops,1,94696,7,False
732557,IT,4,146079,2,True
391279,IT,4,63590,5,False
229399,IT,3,72166,15,True
299530,IT,1,90009,8,False
28982,Cloud Engineering,5,61249,15,True
635340,Cloud Engineering,2,70014,6,True
315675,Clinical Ops,5,122428,6,False
179781,Cloud Engineering,5,82927,8,True
175692,Clinical Ops,2,147675,11,True
338999,Cloud Engineering,5,116433,9,True
771017,IT,2,62866,7,True
993825,Clinical Ops,5,145296,9,False
183328,Cloud Engineering,5,105977,4,True
87247,HR,2,64544,2,False
104223,Finance,4,121695,11,True
417357,IT,2,143865,9,True
369816,HR,4,133698,2,True
599302,Finance,1,126038,9,True
973277,IT,2,122259,7,True
904499,Cloud Engineering,1,129144,6,True
857561,HR,3,83236,3,True
860802,Clinical Ops,1,128810,7,False
507639,IT,3,90683,8,False
914996,Clinical Ops,2,120535,10,True
295921,Clinical Ops,4,128691,14,True
61363,Finance,4,76171,8,True
953389,HR,1,94081,1,False
733536,Finance,5,144118,10,False
870109,IT,3,105616,2,False
23384,Cloud Engineering,4,114934,11,False
422918,Finance,1,88489,3,True
19495,Finance,5,80298,11,False
75680,HR,4,142603,11,True
395303,Cloud Engineering,3,67681,4,True
791329,IT,3,140663,10,False
268547,Cloud Engineering,2,146378,3,False
2294,Finance,4,94337,4,True
942890,Clinical Ops,5,149709,3,False
897392,Cloud Engineering,3,147184,13,False
56411,IT,1,83180,8,True
422368,Finance,5,91558,3,True
131939,Clinical Ops,2,127020,8,False
541824,IT,3,124471,1,False
908328,Clinical Ops,5,75208,3,False
132826,HR,2,115389,7,True
461918,HR,2,113016,15,False
429307,HR,5,141186,6,True
636802,Clinical Ops,2,88457,12,False
891701,HR,4,112857,2,False
830044,Finance,3,93004,5,True
965792,Cloud Engineering,4,80301,13,False
172102,Cloud Engineering,5,88560,7,True
170623,Clinical Ops,5,76787,11,False
555127,IT,2,128931,3,True
421905,Finance,5,134162,15,False
214027,Finance,4,117679,11,False
270993,HR,1,105668,3,False
118332,Finance,5,91715,2,False
445225,Clinical Ops,2,142803,2,False
451347,Clinical Ops,4,68198,11,True
400096,Clinical Ops,1,127792,3,True
393480,Clinical Ops,1,91577,5,False
346075,Clinical Ops,4,125906,11,False
173091,Cloud Engineering,5,95835,11,True
286942,HR,2,90478,14,False
703222,Cloud Engineering,2,104059,6,False
758576,IT,2,141879,4,True
86327,HR,5,65493,8,False
160946,Cloud Engineering,3,81163,15,False
528300,Cloud Engineering,4,129291,6,True
792526,Finance,3,80084,14,False
495335,Cloud Engineering,5,115617,11,False
623214,IT,2,114010,6,True
135829,Finance,2,141618,4,False
120319,IT,2,82622,12,False
877100,Clinical Ops,5,70079,4,True
458879,Clinical Ops,5,139379,11,True
606344,HR,3,67971,14,True
437764,IT,3,129829,9,True
456311,Clinical Ops,3,80055,15,False
331931,HR,1,148606,10,True
858628,IT,5,67493,12,False
937527,Cloud Engineering,2,148393,12,False
978128,IT,1,66299,8,False
700717,Cloud Engineering,2,73177,4,True
241825,Clinical Ops,1,75132,10,True
924488,IT,2,75582,7,True
447822,Cloud Engineering,4,63850,7,False
313542,HR,4,123291,9,False
622755,HR,1,148351,9,True
787405,Finance,5,79842,14,True
174854,Clinical Ops,3,64505,10,True
169730,Cloud Engineering,1,94942,15,True
627874,IT,2,60791,13,False
269697,HR,4,65202,14,True
694209,HR,1,123117,3,False
908353,Finance,1,136485,11,False
286985,IT,1,68389,12,False
661415,HR,5,146295,1,True
484718,IT,4,67576,5,True
628924,IT,3,137851,12,True
312940,HR,2,91988,6,False
835428,Clinical Ops,5,70605,14,True
218563,HR,3,71412,3,False
928747,Cloud Engineering,3,79042,11,True
268425,IT,4,76630,7,False
430543,Finance,4,130974,3,True
945594,HR,1,115274,1,False
109657,Cloud Engineering,2,117741,11,False
834032,Finance,5,124457,3,False
401251,Cloud Engineering,4,107226,1,True
247970,Clinical Ops,1,99197,15,False
710594,Finance,5,142233,15,True
580179,Finance,4,89122,5,True
172922,Cloud Engineering,3,80901,15,True
28469,HR,1,112881,2,False
525258,Finance,3,73587,7,False
812421,IT,1,139950,3,True
505623,HR,3,81965,7,False
743568,Clinical Ops,4,100676,4,True
891108,Finance,1,134466,11,True
357118,Clinical Ops,2,132716,4,False
486305,HR,3,97300,1,False
396865,Cloud Engineering,2,65266,14,True
392932,Cloud Engineering,1,76816,7,False
136734,Finance,3,129332,8,True
499071,Finance,5,84648,10,False
779359,IT,3,85818,12,False
159658,Cloud Engineering,1,90602,13,True
279990,Finance,1,94226,11,False
522834,Clinical Ops,5,138499,15,True
200100,Finance,5,78917,8,False
232732,Clinical Ops,5,117658,12,True
327979,Cloud Engineering,2,140736,5,True
729649,Cloud Engineering,2,133231,10,True
609666,Cloud Engineering,3,144991,13,False
450271,Cloud Engineering,5,94693,6,False
258385,Finance,2,111361,10,False
724993,Finance,4,62397,10,False
708920,Cloud Engineering,4,69953,11,False
961787,Finance,3,132781,2,True
41959,IT,1,80878,14,False
628249,HR,5,139219,6,False
425674,IT,1,111777,15,False
115765,Cloud Engineering,5,131370,8,True
137609,HR,3,140142,8,False
510127,HR,2,133228,2,True
184865,IT,4,89222,15,False
548967,IT,4,146662,15,True
900324,Finance,1,128738,6,False
192523,IT,5,139237,1,True
595111,Clinical Ops,2,83592,1,True
761993,Finance,1,124108,3,False
963713,Cloud Engineering,2,74843,9,True
217491,Finance,1,135956,11,False
282548,IT,4,118994,4,False
902814,HR,2,132379,10,True
846909,Finance,3,83527,11,True
657178,Clinical Ops,4,143623,7,False
111143,Clinical Ops,5,67764,3,False
597766,HR,4,79309,3,True
581260,IT,1,116151,3,False
109678,Clinical Ops,1,87586,3,False
465151,Clinical Ops,3,76391,14,True
168067,IT,3,103817,8,False
948907,HR,3,120557,1,True
53458,Finance,5,145094,5,True
529334,IT,5,74439,14,True
340993,Cloud Engineering,2,127174,6,False
391856,Clinical Ops,5,147790,6,False
954253,Finance,3,124605,1,False
249168,IT,1,67200,1,True
920974,Clinical Ops,1,146395,11,True
265612,Clinical Ops,2,67911,10,False
866496,Clinical Ops,3,73594,9,False
625996,IT,5,130368,6,False
684927,Cloud Engineering,2,61179,12,True
385117,IT,5,133845,13,True
397234,Clinical Ops,2,72285,13,False
195558,IT,4,121692,14,False
366529,Finance,5,88391,7,False
521373,Clinical Ops,2,94619,6,False
70009,HR,1,104235,15,False
352893,HR,2,70382,13,True
164690,Finance,4,138602,8,False
477418,HR,1,70002,1,True
598785,HR,2,120805,12,True
814835,Finance,5,144585,12,True
34790,Cloud Engineering,2,138032,2,True
910185,IT,1,78325,9,False
448260,Finance,1,89216,6,False
831657,Finance,2,87490,11,True
168628,IT,5,80330,4,True
79442,Finance,5,75811,13,True
278669,HR,2,78281,4,True
405171,HR,4,61986,10,True
64277,HR,1,110660,4,False
378795,Clinical Ops,1,120434,4,True
289392,Cloud Engineering,1,112327,11,False
958908,HR,1,138927,8,True
261268,IT,4,103795,2,True
263426,IT,5,94021,9,True
462196,HR,4,62326,13,True
202283,Finance,2,130175,3,True
821193,HR,1,79893,9,False
744201,IT,4,70683,14,False
33224,Finance,3,70260,9,False
261713,Clinical Ops,1,132945,7,True
810600,Finance,5,118535,3,True
548033,IT,1,124673,9,False
253733,Clinical Ops,2,83541,6,False
168951,HR,2,112592,13,True
921109,HR,2,122951,13,False
73240,IT,3,148803,5,True
349845,IT,2,114066,10,False
782765,Clinical Ops,5,93806,13,True
389502,Clinical Ops,2,107688,3,True
508017,Finance,4,110571,6,True
565799,Cloud Engineering,1,126256,9,False
355467,IT,2,77731,7,False
192863,Clinical Ops,2,119842,12,True
616428,Finance,3,60708,6,False
923741,Clinical Ops,2,148893,10,True
915943,HR,1,104965,8,False
986557,IT,5,120111,5,True
207224,Finance,5,114883,12,False
822390,HR,5,86803,3,True
584958,IT,3,105581,15,False
442904,HR,2,61770,10,False
100217,Cloud Engineering,5,130511,13,False
906446,HR,2,112537,15,True
455468,Finance,2,111332,1,True
460381,HR,1,139837,1,True
542754,Finance,2,106877,11,True
786410,Cloud Engineering,5,120501,12,True
177960,IT,3,97136,3,False
958230,HR,4,149318,10,False
698519,IT,3,108990,5,True
509800,HR,3,78329,5,False
730724,Cloud Engineering,1,140981,1,True
943938,Finance,5,116030,8,True
306963,Cloud Engineering,3,99634,13,True
648197,Cloud Engineering,3,76777,13,False
697909,IT,3,88007,5,False
710215,HR,2,79806,11,False
384564,Finance,5,98581,2,True
301730,IT,2,81084,9,False
953721,IT,1,107556,8,False
913199,Finance,5,122293,1,False
693464,IT,1,78532,15,False
337525,Clinical Ops,3,67841,4,True
505260,HR,1,125191,13,True
999518,Clinical Ops,4,64612,9,True
510574,HR,5,142044,8,False
465545,IT,3,116341,15,False
627546,HR,1,88474,6,True
792568,Finance,1,131985,3,False
203778,Finance,1,137815,13,True
22308,IT,4,119250,7,True
57718,Cloud Engineering,5,79579,8,True
361997,HR,1,87229,1,False
70251,Clinical Ops,1,67637,8,False
501878,Clinical Ops,1,78394,6,False
444138,Finance,4,110930,7,False
510337,Cloud Engineering,2,81209,15,False
936586,IT,5,96055,1,True
154397,Clinical Ops,3,105918,12,True
484840,Finance,1,135912,8,True
975099,Clinical Ops,3,143017,12,True
532375,Cloud Engineering,3,99592,13,True
748798,Finance,1,64864,14,True
405777,IT,2,81795,6,True
6595,HR,1,60021,4,True
635485,Cloud Engineering,1,109872,3,False
189730,Cloud Engineering,5,86293,3,True
456706,IT,3,94642,5,True
614383,IT,2,149102,10,True
550293,Cloud Engineering,2,126309,3,True
561332,HR,3,114068,12,True
893656,Cloud Engineering,3,63737,6,False
660882,Clinical Ops,4,73005,14,True
377485,HR,3,102724,14,False
991536,IT,5,108956,15,False
543710,Finance,2,119537,11,False
117771,Clinical Ops,3,60395,15,True
190394,IT,1,108494,2,True
976638,IT,5,82469,12,True
145019,HR,5,101859,12,False
841174,IT,3,74992,3,False
16714,Finance,3,137929,1,False
369180,IT,1,71427,5,True
60586,Clinical Ops,1,141417,3,True
708652,Clinical Ops,4,129633,9,False
223255,Cloud Engineering,4,89798,12,False
113752,Cloud Engineering,5,113624,8,False
474950,IT,1,136785,2,False
449041,Clinical Ops,4,71532,14,False
168965,HR,1,77307,8,False
190347,Finance,3,119908,9,True
595766,HR,2,130346,6,True
143247,Finance,2,146909,9,True
753677,Cloud Engineering,4,66088,4,False
654658,IT,4,128538,9,False
706392,HR,5,120265,6,True
400583,Cloud Engineering,1,142062,9,True
700242,HR,5,70340,4,True
102899,Cloud Engineering,2,69500,5,True
117480,Finance,4,141314,14,True
466337,Cloud Engineering,2,95801,1,True
149457,Cloud Engineering,2,90054,10,True
491185,Clinical Ops,3,119179,13,False
815997,HR,1,109452,6,True
804487,IT,3,90636,2,True
779644,HR,1,69447,1,True
735583,HR,1,116974,5,False
965152,Clinical Ops,2,144547,6,False
83663,HR,5,68083,8,False
192501,Clinical Ops,2,68734,9,True
784817,Finance,3,148442,7,False
190879,HR,4,118080,11,True
187780,HR,1,75567,11,True
18542,Finance,1,123108,15,True
77054,Finance,2,68230,4,True
377323,Finance,3,143992,2,False
712324,HR,5,149308,7,True
703834,Cloud Engineering,4,147842,13,False
782507,Finance,5,121564,14,False
251622,Cloud Engineering,3,114283,11,True
619423,Finance,4,66836,2,True
555385,IT,1,97541,9,True
47615,Clinical Ops,3,67189,3,True
791930,Clinical Ops,2,142058,1,True
935069,HR,2,65466,6,False
535161,HR,4,104553,14,True
62377,Clinical Ops,2,149736,10,False
807944,IT,1,113337,13,True
323437,Cloud Engineering,4,88165,14,False
25468,IT,3,84028,7,False
473946,Cloud Engineering,5,73877,7,True
110330,Clinical Ops,5,130067,9,True
904390,Finance,3,86738,9,True
399882,IT,5,75257,14,False
793230,Cloud Engineering,1,67552,3,False
619871,HR,3,132765,2,False
746876,HR,4,99563,10,True
986792,Finance,1,149455,12,False
142453,IT,1,71875,8,True
956753,IT,1,142415,12,True
234140,IT,5,61271,6,True
347582,Cloud Engineering,1,126757,5,True
470364,Clinical Ops,3,99155,1,True
3187,Clinical Ops,1,99631,14,True
185887,HR,2,138920,5,True
913597,Clinical Ops,5,73076,10,False
627169,Clinical Ops,5,60907,2,False
240007,Cloud Engineering,2,80571,14,True
991721,HR,2,68084,2,True
653537,IT,2,87229,8,True
298036,HR,4,133784,2,True
906352,Finance,4,99257,8,True
617091,IT,5,113328,11,True
609842,Cloud Engineering,3,104552,1,False
619174,IT,2,127280,14,True
897370,HR,5,133023,7,False
604322,Clinical Ops,3,108133,13,True
874923,HR,5,114768,7,False
523891,IT,5,93020,12,True
205152,IT,4,140138,4,True
638149,Finance,3,145474,6,False
876340,IT,3,60899,7,False
797713,HR,2,77536,7,False
964280,IT,2,132091,2,True
26551,Clinical Ops,3,114086,10,True
244700,IT,4,115045,7,True
49337,Finance,4,104979,2,True
442936,Finance,3,114384,5,False
841289,HR,5,146079,1,False
981446,IT,1,80772,2,True
359212,Clinical Ops,3,110808,3,False
349288,Clinical Ops,2,76635,1,False
439201,HR,3,145254,6,True
705351,Finance,1,124483,11,True
590794,Cloud Engineering,4,127295,14,False
220360,Clinical Ops,2,121470,6,True
94981,Finance,2,104657,9,False
93197,Finance,1,80423,3,False
451110,HR,3,127778,4,False
51794,Clinical Ops,5,87596,7,True
754920,Cloud Engineering,5,110315,1,False
657616,Clinical Ops,3,94386,11,False
857065,HR,1,72193,5,True
38845,Clinical Ops,3,90326,15,False
488863,Clinical Ops,3,114349,2,False
761536,HR,3,90354,3,True
212321,IT,5,127258,7,False
947533,IT,4,116548,7,False
166604,Finance,3,122407,6,False
453979,Finance,1,114263,14,False
62534,IT,4,74871,6,False
325865,IT,3,126406,7,False
497220,Cloud Engineering,2,62137,7,False
664867,IT,5,137096,10,True
525983,HR,4,102429,11,False
871160,Cloud Engineering,4,80234,13,False
401185,Finance,1,145746,12,True
627282,Clinical Ops,5,95650,2,True
859943,HR,1,139923,3,False
90132,HR,1,108555,12,False
52383,HR,2,109850,3,True
16436,Finance,4,141815,9,False
87000,Clinical Ops,2,83489,14,False
276761,Cloud Engineering,5,110321,12,True
415527,Cloud Engineering,3,148688,15,False
715728,Clinical Ops,3,144045,2,False
955239,IT,5,93831,2,True
160488,HR,3,93993,11,False
507522,HR,2,134561,14,True
662966,Clinical Ops,1,116020,1,True
291238,Finance,2,121127,13,True
8243,IT,3,63981,8,False
779729,Cloud Engineering,3,68390,7,True
828605,Clinical Ops,3,71049,6,False
14690,Clinical Ops,4,76224,10,True
604957,Cloud Engineering,4,61832,14,False
34863,Cloud Engineering,5,75997,6,False
11191,Cloud Engineering,5,93651,10,False
977785,Finance,3,101339,7,False
852862,HR,3,134457,6,True
964102,Cloud Engineering,5,81962,2,False
