Ticket_ID,Priority,Created_Date,Resolution_Time_Hours,SLA_Met
INC-72539,Low,3/10/2025,15,TRUE
INC-67249,Medium,12/19/2024,18,TRUE
INC-70264,Medium,10/31/2024,5,TRUE
INC-81267,Critical,11/8/2024,13,TRUE
INC-75090,High,12/21/2024,30,FALSE
INC-09660,High,10/26/2024,26,FALSE
INC-01633,Medium,6/26/2025,13,TRUE
INC-76509,Critical,12/10/2024,60,FALSE
INC-15455,Low,11/2/2024,53,FALSE
INC-90250,High,1/6/2025,48,FALSE
INC-58723,Medium,6/24/2025,72,FALSE
INC-58549,Low,7/1/2025,30,FALSE
INC-39763,Medium,5/31/2025,9,TRUE
INC-44971,Low,1/21/2025,69,FALSE
INC-43282,Critical,11/20/2024,68,FALSE
INC-19673,Low,5/15/2025,14,TRUE
INC-49027,Low,3/12/2025,12,TRUE
INC-59453,Critical,4/16/2025,24,TRUE
INC-09954,Critical,2/1/2025,15,TRUE
INC-35237,Medium,4/28/2025,33,FALSE
INC-56976,Critical,2/18/2025,66,FALSE
INC-70235,Critical,11/14/2024,20,TRUE
INC-90627,Critical,2/9/2025,57,FALSE
INC-46980,Critical,10/7/2024,60,FALSE
INC-86513,Medium,3/4/2025,56,FALSE
INC-82093,Low,12/4/2024,27,FALSE
INC-03418,High,12/21/2024,39,FALSE
INC-44764,Medium,7/20/2024,25,FALSE
INC-84958,High,6/23/2025,9,TRUE
INC-60468,Critical,9/15/2024,7,TRUE
INC-94018,Medium,7/23/2024,9,TRUE
INC-47369,High,5/9/2025,42,FALSE
INC-14165,High,8/7/2024,22,TRUE
INC-40707,Medium,6/13/2025,32,FALSE
INC-71590,Critical,2/25/2025,43,FALSE
INC-17214,Critical,1/24/2025,15,TRUE
INC-20758,High,9/6/2024,10,TRUE
INC-76762,Critical,6/17/2025,24,TRUE
INC-41879,High,5/12/2025,11,TRUE
INC-42508,Critical,2/24/2025,34,FALSE
INC-28756,Medium,10/7/2024,21,TRUE
INC-72896,Medium,12/7/2024,32,FALSE
INC-67545,High,11/13/2024,23,TRUE
INC-01602,High,2/11/2025,30,FALSE
INC-88507,Critical,8/24/2024,50,FALSE
INC-43895,Critical,7/30/2024,56,FALSE
INC-14041,Medium,10/5/2024,17,TRUE
INC-82112,Medium,1/13/2025,70,FALSE
INC-75094,Medium,7/6/2024,60,FALSE
INC-59718,Low,10/17/2024,56,FALSE
INC-18087,Medium,7/11/2024,51,FALSE
INC-37951,Low,8/14/2024,11,TRUE
INC-48027,Low,8/1/2024,45,FALSE
INC-94668,Low,8/26/2024,26,FALSE
INC-80389,Low,10/17/2024,41,FALSE
INC-92293,High,9/1/2024,61,FALSE
INC-72936,Critical,6/17/2025,44,FALSE
INC-74753,Critical,8/21/2024,62,FALSE
INC-97442,Critical,11/14/2024,17,TRUE
INC-83348,Low,12/15/2024,35,FALSE
INC-36249,Critical,5/26/2025,31,FALSE
INC-10719,Medium,7/16/2024,47,FALSE
INC-92874,Low,4/16/2025,35,FALSE
INC-97185,High,10/12/2024,38,FALSE
INC-48297,Critical,9/27/2024,71,FALSE
INC-55307,Low,3/1/2025,41,FALSE
INC-44237,Critical,8/18/2024,33,FALSE
INC-18076,High,8/31/2024,45,FALSE
INC-09358,Critical,12/31/2024,29,FALSE
INC-07477,Low,8/13/2024,29,FALSE
INC-55830,Medium,3/21/2025,64,FALSE
INC-33854,High,5/26/2025,48,FALSE
INC-66805,Medium,3/13/2025,24,TRUE
INC-53598,Medium,9/14/2024,65,FALSE
INC-37385,Low,2/9/2025,42,FALSE
INC-81400,Critical,8/11/2024,24,TRUE
INC-62732,Medium,1/10/2025,65,FALSE
INC-45056,Low,11/17/2024,21,TRUE
INC-62983,Low,5/24/2025,46,FALSE
INC-19611,Medium,3/4/2025,28,FALSE
INC-84665,Critical,4/11/2025,64,FALSE
INC-03780,Low,10/29/2024,46,FALSE
INC-80709,Critical,6/2/2025,8,TRUE
INC-09700,Low,4/22/2025,30,FALSE
INC-42012,Low,8/15/2024,6,TRUE
INC-66618,Critical,4/18/2025,44,FALSE
INC-94812,High,3/27/2025,58,FALSE
INC-05823,Critical,8/7/2024,61,FALSE
INC-05646,High,12/10/2024,20,TRUE
INC-40811,Medium,7/1/2025,54,FALSE
INC-70046,High,6/13/2025,3,TRUE
INC-47952,Critical,2/25/2025,5,TRUE
INC-08180,Low,5/29/2025,44,FALSE
INC-72516,Medium,10/26/2024,23,TRUE
INC-45519,Low,8/4/2024,32,FALSE
INC-21396,Medium,7/18/2024,23,TRUE
INC-43572,Low,12/14/2024,46,FALSE
INC-42746,Low,9/1/2024,51,FALSE
INC-82246,Critical,2/6/2025,31,FALSE
INC-35733,High,1/12/2025,37,FALSE
INC-64651,Critical,7/28/2024,15,TRUE
INC-41541,High,1/13/2025,8,TRUE
INC-12072,Critical,5/9/2025,2,TRUE
INC-79445,Low,1/16/2025,53,FALSE
INC-88804,Medium,12/8/2024,36,FALSE
INC-18805,High,6/29/2025,57,FALSE
INC-60836,Low,9/19/2024,44,FALSE
INC-52915,Critical,1/14/2025,39,FALSE
INC-98410,Medium,9/24/2024,72,FALSE
INC-43077,Critical,1/19/2025,38,FALSE
INC-54746,Medium,4/26/2025,28,FALSE
INC-71341,Critical,9/24/2024,29,FALSE
INC-50264,High,6/26/2025,58,FALSE
INC-79581,Medium,9/4/2024,3,TRUE
INC-42332,Low,8/31/2024,37,FALSE
INC-78078,Critical,7/3/2025,56,FALSE
INC-89248,High,11/11/2024,30,FALSE
INC-70943,High,7/18/2024,2,TRUE
INC-30606,Medium,1/14/2025,31,FALSE
INC-15638,Medium,6/22/2025,62,FALSE
INC-02286,High,1/3/2025,12,TRUE
INC-80220,Critical,1/6/2025,43,FALSE
INC-74202,Critical,1/6/2025,16,TRUE
INC-98087,Low,10/17/2024,55,FALSE
INC-92523,Low,10/8/2024,65,FALSE
INC-56510,High,10/19/2024,16,TRUE
INC-51969,Medium,12/29/2024,6,TRUE
INC-31035,Medium,6/11/2025,51,FALSE
INC-87551,High,8/31/2024,15,TRUE
INC-72458,Critical,1/28/2025,4,TRUE
INC-77529,Critical,5/24/2025,45,FALSE
INC-53122,Low,5/3/2025,27,FALSE
INC-91629,Medium,4/17/2025,55,FALSE
INC-92332,High,2/21/2025,33,FALSE
INC-25055,Medium,2/7/2025,27,FALSE
INC-85455,High,2/13/2025,30,FALSE
INC-43440,Low,4/14/2025,30,FALSE
INC-04222,High,5/19/2025,2,TRUE
INC-87750,Low,11/21/2024,68,FALSE
INC-05818,Low,5/6/2025,10,TRUE
INC-27445,Medium,10/18/2024,63,FALSE
INC-11646,High,6/14/2025,34,FALSE
INC-13041,High,3/24/2025,33,FALSE
INC-34078,Critical,12/15/2024,7,TRUE
INC-57639,Critical,12/4/2024,46,FALSE
INC-48643,High,8/3/2024,70,FALSE
INC-75544,Low,5/4/2025,2,TRUE
INC-11753,Critical,2/23/2025,68,FALSE
INC-46195,High,3/30/2025,70,FALSE
INC-77922,Medium,1/10/2025,23,TRUE
INC-38325,Critical,10/30/2024,58,FALSE
INC-72882,Low,10/30/2024,23,TRUE
INC-69879,High,8/28/2024,38,FALSE
INC-03783,Low,7/11/2024,27,FALSE
INC-10652,Low,8/6/2024,2,TRUE
INC-01774,Critical,12/1/2024,71,FALSE
INC-36122,Low,4/25/2025,66,FALSE
INC-61618,Critical,11/29/2024,7,TRUE
INC-74380,Critical,1/9/2025,2,TRUE
INC-87438,Medium,6/20/2025,47,FALSE
INC-48092,Low,9/28/2024,29,FALSE
INC-05067,Medium,11/13/2024,5,TRUE
INC-11909,Low,2/12/2025,61,FALSE
INC-35190,High,3/8/2025,50,FALSE
INC-58593,Medium,2/16/2025,31,FALSE
INC-73387,Low,12/11/2024,38,FALSE
INC-40584,Low,9/24/2024,14,TRUE
INC-55109,Critical,9/9/2024,39,FALSE
INC-43326,Medium,6/13/2025,71,FALSE
INC-27961,Medium,2/21/2025,62,FALSE
INC-19791,Low,1/1/2025,34,FALSE
INC-61062,Critical,3/2/2025,46,FALSE
INC-11989,High,3/26/2025,52,FALSE
INC-61174,Low,5/8/2025,51,FALSE
INC-28955,Low,1/19/2025,5,TRUE
INC-01518,Medium,5/10/2025,70,FALSE
INC-74301,High,3/14/2025,14,TRUE
INC-98924,Medium,6/8/2025,50,FALSE
INC-43124,High,1/24/2025,6,TRUE
INC-99960,Low,8/4/2024,63,FALSE
INC-94713,High,11/11/2024,67,FALSE
INC-04777,High,5/17/2025,11,TRUE
INC-26682,Low,7/5/2024,21,TRUE
INC-11446,Critical,7/25/2024,44,FALSE
INC-89640,Medium,11/9/2024,71,FALSE
INC-29635,High,5/31/2025,68,FALSE
INC-41341,Critical,4/28/2025,2,TRUE
INC-67815,High,5/13/2025,10,TRUE
INC-53308,Low,7/18/2024,5,TRUE
INC-51008,Low,11/24/2024,26,FALSE
INC-34492,Medium,2/23/2025,42,FALSE
INC-21300,Low,6/11/2025,57,FALSE
INC-05486,Critical,5/22/2025,69,FALSE
INC-01701,Medium,11/10/2024,63,FALSE
INC-74454,Medium,10/23/2024,18,TRUE
INC-08113,Medium,9/30/2024,52,FALSE
INC-54339,High,8/12/2024,23,TRUE
INC-59409,High,8/22/2024,30,FALSE
INC-69380,High,1/31/2025,33,FALSE
INC-90414,Critical,12/14/2024,40,FALSE
INC-94489,Critical,5/11/2025,34,FALSE
INC-06766,Medium,10/19/2024,71,FALSE
INC-51440,Critical,6/24/2025,3,TRUE
INC-71946,High,8/11/2024,45,FALSE
INC-97597,Medium,5/12/2025,37,FALSE
INC-65098,Medium,11/11/2024,55,FALSE
INC-11842,Critical,12/10/2024,3,TRUE
INC-58943,Critical,12/4/2024,36,FALSE
INC-17077,Medium,12/30/2024,40,FALSE
INC-04133,High,1/8/2025,37,FALSE
INC-99633,Critical,11/22/2024,33,FALSE
INC-79651,Low,12/30/2024,27,FALSE
INC-26701,Low,1/14/2025,7,TRUE
INC-20428,Low,10/8/2024,20,TRUE
INC-14464,Medium,11/6/2024,33,FALSE
INC-66185,Critical,6/30/2025,54,FALSE
INC-18710,Critical,12/22/2024,11,TRUE
INC-49300,Medium,7/23/2024,11,TRUE
INC-29773,High,12/19/2024,41,FALSE
INC-87406,Medium,3/12/2025,39,FALSE
INC-66366,High,3/27/2025,14,TRUE
INC-81957,Low,10/31/2024,30,FALSE
INC-67237,Medium,3/22/2025,36,FALSE
INC-89181,Low,11/5/2024,13,TRUE
INC-76313,High,5/5/2025,62,FALSE
INC-93609,Medium,8/10/2024,31,FALSE
INC-32548,Medium,5/12/2025,66,FALSE
INC-07614,Critical,5/20/2025,54,FALSE
INC-22509,Critical,2/23/2025,13,TRUE
INC-10624,Low,5/16/2025,45,FALSE
INC-87851,Low,4/3/2025,10,TRUE
INC-85565,Medium,11/6/2024,56,FALSE
INC-33461,Medium,12/13/2024,57,FALSE
INC-00311,Critical,2/24/2025,18,TRUE
INC-14635,Critical,1/6/2025,8,TRUE
INC-65023,High,10/27/2024,2,TRUE
INC-89030,High,4/9/2025,48,FALSE
INC-73448,Low,1/4/2025,6,TRUE
INC-51376,Critical,2/9/2025,9,TRUE
INC-34678,Medium,1/12/2025,52,FALSE
INC-47671,High,7/1/2025,46,FALSE
INC-70719,Low,11/1/2024,5,TRUE
INC-98204,Medium,5/29/2025,2,TRUE
INC-34154,Low,10/28/2024,9,TRUE
INC-01575,High,2/18/2025,60,FALSE
INC-29580,High,11/7/2024,14,TRUE
INC-82222,High,11/15/2024,15,TRUE
INC-04567,Low,12/6/2024,8,TRUE
INC-23346,Critical,3/11/2025,23,TRUE
INC-43684,Medium,12/10/2024,56,FALSE
INC-43231,Critical,10/5/2024,16,TRUE
INC-68130,High,4/11/2025,38,FALSE
INC-12986,Medium,6/25/2025,11,TRUE
INC-19958,Medium,3/29/2025,25,FALSE
INC-84607,High,4/16/2025,29,FALSE
INC-91346,Low,11/20/2024,40,FALSE
INC-90094,Low,5/18/2025,63,FALSE
INC-27124,Low,12/4/2024,52,FALSE
INC-70810,Medium,6/4/2025,53,FALSE
INC-34063,Critical,12/16/2024,47,FALSE
INC-11204,Medium,8/2/2024,60,FALSE
INC-31785,Critical,7/27/2024,33,FALSE
INC-40740,Low,8/31/2024,39,FALSE
INC-95301,Low,3/18/2025,38,FALSE
INC-61687,Medium,5/15/2025,20,TRUE
INC-16844,Critical,7/21/2024,70,FALSE
INC-02770,Low,7/12/2024,28,FALSE
INC-42779,Low,9/15/2024,7,TRUE
INC-36253,Critical,9/10/2024,65,FALSE
INC-59115,High,5/6/2025,17,TRUE
INC-31230,High,11/13/2024,13,TRUE
INC-28611,Medium,7/17/2024,4,TRUE
INC-68206,Critical,3/17/2025,52,FALSE
INC-78448,Critical,3/8/2025,12,TRUE
INC-57326,Low,2/28/2025,40,FALSE
INC-89693,High,2/18/2025,71,FALSE
INC-70542,High,10/15/2024,41,FALSE
INC-65878,Low,12/12/2024,67,FALSE
INC-92561,High,1/20/2025,8,TRUE
INC-82828,High,10/24/2024,66,FALSE
INC-60796,Medium,12/10/2024,42,FALSE
INC-51723,Medium,1/23/2025,32,FALSE
INC-20623,Medium,11/26/2024,11,TRUE
INC-24735,Critical,12/21/2024,51,FALSE
INC-59737,Critical,9/8/2024,59,FALSE
INC-49789,Low,1/8/2025,26,FALSE
INC-68642,Low,8/18/2024,62,FALSE
INC-55228,Low,3/5/2025,25,FALSE
INC-92655,Low,4/10/2025,44,FALSE
INC-12922,Medium,6/22/2025,40,FALSE
INC-64969,High,2/23/2025,70,FALSE
INC-95338,Medium,3/8/2025,8,TRUE
INC-15886,High,3/31/2025,40,FALSE
INC-34082,Low,5/25/2025,62,FALSE
INC-23958,Critical,9/2/2024,62,FALSE
INC-85099,High,12/17/2024,52,FALSE
INC-31150,High,1/25/2025,41,FALSE
INC-90161,High,9/9/2024,54,FALSE
INC-77753,High,11/11/2024,32,FALSE
INC-40901,Medium,8/28/2024,49,FALSE
INC-96550,Critical,3/24/2025,3,TRUE
INC-60008,Low,11/19/2024,53,FALSE
INC-31570,Critical,9/11/2024,54,FALSE
INC-52655,Critical,11/8/2024,67,FALSE
INC-95366,Medium,9/9/2024,43,FALSE
INC-62989,Critical,3/23/2025,26,FALSE
INC-56702,High,10/21/2024,28,FALSE
INC-11207,Critical,4/7/2025,65,FALSE
INC-62716,Medium,12/18/2024,66,FALSE
INC-83499,Low,8/29/2024,60,FALSE
INC-37217,High,9/14/2024,11,TRUE
INC-71344,High,7/21/2024,24,TRUE
INC-11134,Medium,7/19/2024,51,FALSE
INC-27589,Critical,10/12/2024,18,TRUE
INC-67001,Critical,10/26/2024,30,FALSE
INC-65347,Critical,11/22/2024,58,FALSE
INC-47379,Low,4/26/2025,31,FALSE
INC-47122,Low,10/18/2024,19,TRUE
INC-80388,Medium,6/9/2025,49,FALSE
INC-24325,Critical,3/6/2025,51,FALSE
INC-27056,Critical,4/26/2025,59,FALSE
INC-85688,High,5/9/2025,42,FALSE
INC-51060,High,5/3/2025,67,FALSE
INC-52714,Medium,5/11/2025,23,TRUE
INC-08693,Medium,7/3/2024,72,FALSE
INC-34962,Low,4/26/2025,45,FALSE
INC-69080,Low,11/8/2024,26,FALSE
INC-63197,High,3/13/2025,72,FALSE
INC-86854,Critical,11/22/2024,37,FALSE
INC-78107,Low,10/20/2024,51,FALSE
INC-56374,Critical,1/21/2025,2,TRUE
INC-85387,Low,3/14/2025,15,TRUE
INC-90125,Critical,8/19/2024,56,FALSE
INC-88710,Medium,6/12/2025,55,FALSE
INC-93386,High,2/22/2025,61,FALSE
INC-93321,Critical,9/11/2024,34,FALSE
INC-82021,Medium,12/15/2024,66,FALSE
INC-14814,Critical,1/21/2025,69,FALSE
INC-04892,High,8/10/2024,54,FALSE
INC-97615,Critical,1/19/2025,67,FALSE
INC-51784,Medium,1/12/2025,13,TRUE
INC-06630,Medium,10/12/2024,39,FALSE
INC-76309,Low,12/12/2024,49,FALSE
INC-48079,High,4/3/2025,51,FALSE
INC-25818,High,9/24/2024,9,TRUE
INC-13657,High,9/9/2024,50,FALSE
INC-15298,High,9/4/2024,48,FALSE
INC-87803,Medium,6/20/2025,35,FALSE
INC-72437,Medium,5/25/2025,68,FALSE
INC-80989,High,10/2/2024,35,FALSE
INC-86750,Critical,4/14/2025,7,TRUE
INC-74668,Low,1/3/2025,70,FALSE
INC-76301,Low,3/14/2025,17,TRUE
INC-03467,High,5/14/2025,50,FALSE
INC-58694,Critical,5/2/2025,51,FALSE
INC-03433,Medium,10/18/2024,12,TRUE
INC-60758,Critical,5/29/2025,42,FALSE
INC-20305,Critical,8/28/2024,52,FALSE
INC-86835,Low,3/18/2025,65,FALSE
INC-88747,Low,8/14/2024,67,FALSE
INC-34497,High,10/14/2024,11,TRUE
INC-64411,Medium,11/28/2024,10,TRUE
INC-34362,Medium,9/29/2024,30,FALSE
INC-96685,High,6/18/2025,20,TRUE
INC-55449,High,7/28/2024,71,FALSE
INC-23467,Critical,10/27/2024,40,FALSE
INC-37672,Medium,7/27/2024,30,FALSE
INC-95525,Critical,12/19/2024,34,FALSE
INC-81172,Critical,2/17/2025,59,FALSE
INC-16808,Low,2/16/2025,63,FALSE
INC-79919,Medium,11/25/2024,61,FALSE
INC-67914,Critical,12/22/2024,18,TRUE
INC-24615,Medium,7/21/2024,31,FALSE
INC-00151,Critical,7/9/2024,64,FALSE
INC-61765,High,9/4/2024,59,FALSE
INC-88260,High,8/30/2024,38,FALSE
INC-67242,Low,3/26/2025,71,FALSE
INC-17464,Low,8/25/2024,13,TRUE
INC-65628,Low,4/4/2025,16,TRUE
INC-41301,High,7/21/2024,50,FALSE
INC-76623,Low,7/20/2024,2,TRUE
INC-79595,High,8/24/2024,2,TRUE
INC-78263,Medium,1/12/2025,19,TRUE
INC-16249,High,3/6/2025,25,FALSE
INC-69567,Low,4/13/2025,18,TRUE
INC-25615,Critical,4/15/2025,46,FALSE
INC-41107,High,12/27/2024,21,TRUE
INC-88780,Low,11/14/2024,10,TRUE
INC-36420,Medium,2/6/2025,71,FALSE
INC-02763,Critical,7/12/2024,17,TRUE
INC-41024,Critical,6/3/2025,9,TRUE
INC-52739,Medium,6/5/2025,3,TRUE
INC-44952,Medium,9/25/2024,32,FALSE
INC-81472,Medium,10/3/2024,63,FALSE
INC-55143,High,2/28/2025,17,TRUE
INC-21524,Critical,2/23/2025,24,TRUE
INC-30633,Low,11/17/2024,72,FALSE
INC-47885,Low,3/24/2025,71,FALSE
INC-33474,Critical,12/3/2024,48,FALSE
INC-72045,Critical,9/13/2024,70,FALSE
INC-88354,Critical,2/26/2025,64,FALSE
INC-50824,Low,2/18/2025,55,FALSE
INC-52334,Medium,12/9/2024,25,FALSE
INC-19324,Medium,6/9/2025,33,FALSE
INC-25049,High,4/4/2025,11,TRUE
INC-00108,Low,10/24/2024,31,FALSE
INC-66785,High,4/26/2025,48,FALSE
INC-28999,Medium,1/31/2025,50,FALSE
INC-88506,Critical,3/14/2025,64,FALSE
INC-29379,High,3/21/2025,11,TRUE
INC-83943,High,12/25/2024,38,FALSE
INC-51209,High,7/26/2024,9,TRUE
INC-26603,Medium,3/16/2025,10,TRUE
INC-30814,Critical,10/16/2024,5,TRUE
INC-73765,Medium,3/6/2025,67,FALSE
INC-91944,Critical,2/24/2025,44,FALSE
INC-00069,Critical,8/25/2024,33,FALSE
INC-90931,Critical,7/13/2024,3,TRUE
INC-38359,High,12/29/2024,41,FALSE
INC-36943,Medium,2/7/2025,52,FALSE
INC-54580,High,11/21/2024,57,FALSE
INC-32780,High,2/17/2025,5,TRUE
INC-54689,Critical,2/16/2025,62,FALSE
INC-79248,High,8/19/2024,28,FALSE
INC-27196,High,5/20/2025,64,FALSE
INC-09516,Medium,1/5/2025,3,TRUE
INC-19045,Medium,3/10/2025,64,FALSE
INC-23618,Critical,5/24/2025,63,FALSE
INC-20955,Critical,2/15/2025,30,FALSE
INC-58717,Critical,1/4/2025,22,TRUE
INC-77786,High,3/1/2025,2,TRUE
INC-44325,High,2/18/2025,18,TRUE
INC-83487,Medium,3/9/2025,22,TRUE
INC-17129,Medium,10/16/2024,7,TRUE
INC-57090,Medium,6/27/2025,66,FALSE
INC-25848,Low,1/15/2025,53,FALSE
INC-16860,High,5/26/2025,27,FALSE
INC-23478,High,12/29/2024,34,FALSE
INC-37527,Low,6/22/2025,49,FALSE
INC-72716,Low,12/19/2024,27,FALSE
INC-50997,Critical,4/1/2025,8,TRUE
INC-42139,High,7/4/2024,26,FALSE
INC-41756,Critical,4/26/2025,51,FALSE
INC-47958,Low,3/14/2025,33,FALSE
INC-88601,Critical,8/8/2024,41,FALSE
INC-98364,Medium,1/14/2025,26,FALSE
INC-51951,Medium,4/18/2025,4,TRUE
INC-73683,Critical,2/23/2025,27,FALSE
INC-84347,Medium,2/19/2025,51,FALSE
INC-40081,Low,7/12/2024,2,TRUE
INC-65976,Critical,5/18/2025,14,TRUE
INC-86562,Critical,12/3/2024,13,TRUE
INC-98189,High,4/20/2025,13,TRUE
INC-68936,Critical,7/4/2024,5,TRUE
INC-33944,Medium,6/5/2025,54,FALSE
INC-36794,Low,12/2/2024,5,TRUE
INC-57735,Low,4/27/2025,35,FALSE
INC-39089,Medium,11/8/2024,29,FALSE
INC-58333,Critical,7/31/2024,67,FALSE
INC-82903,Low,1/13/2025,45,FALSE
INC-86605,Medium,10/7/2024,38,FALSE
INC-29556,High,4/3/2025,23,TRUE
INC-82555,Medium,3/25/2025,31,FALSE
INC-09450,Critical,7/25/2024,3,TRUE
INC-23814,High,6/15/2025,52,FALSE
INC-05908,Low,9/20/2024,41,FALSE
INC-39386,Low,4/21/2025,10,TRUE
INC-14078,High,5/20/2025,47,FALSE
INC-83624,Critical,10/26/2024,53,FALSE
INC-28904,Medium,8/4/2024,58,FALSE
INC-17888,Medium,9/26/2024,26,FALSE
INC-07411,High,10/14/2024,44,FALSE
INC-09448,Medium,3/2/2025,22,TRUE
INC-33260,Medium,7/15/2024,56,FALSE
INC-26695,Medium,9/2/2024,31,FALSE
INC-04562,Medium,11/1/2024,69,FALSE
INC-20990,Low,7/18/2024,17,TRUE
INC-65070,Low,9/20/2024,53,FALSE
INC-98619,Medium,10/13/2024,27,FALSE
INC-76231,High,2/25/2025,9,TRUE
INC-23457,Medium,11/8/2024,22,TRUE
INC-60886,Low,2/18/2025,11,TRUE
INC-25860,Critical,3/25/2025,43,FALSE
INC-29002,Critical,5/7/2025,5,TRUE
INC-20834,Medium,7/16/2024,7,TRUE
INC-56617,High,8/21/2024,18,TRUE
INC-42198,High,5/28/2025,8,TRUE
INC-25455,Medium,8/27/2024,58,FALSE
INC-22184,Critical,7/11/2024,47,FALSE
INC-38878,Critical,11/15/2024,19,TRUE
INC-06108,Medium,6/26/2025,49,FALSE
INC-25773,Medium,1/23/2025,39,FALSE
INC-85538,Critical,4/8/2025,58,FALSE
INC-10083,High,12/9/2024,40,FALSE
INC-59498,Medium,8/27/2024,60,FALSE
INC-18794,High,12/10/2024,13,TRUE
INC-27040,Medium,9/19/2024,30,FALSE
INC-61189,High,9/23/2024,44,FALSE
INC-92393,Critical,8/9/2024,57,FALSE
INC-15412,Low,5/28/2025,5,TRUE
INC-19605,High,7/8/2024,65,FALSE
INC-24899,Critical,6/1/2025,46,FALSE
INC-50647,Low,9/12/2024,43,FALSE
INC-93406,Critical,7/24/2024,15,TRUE
INC-32211,Critical,1/3/2025,65,FALSE
INC-05121,Low,6/13/2025,9,TRUE
INC-37364,Medium,12/26/2024,36,FALSE
INC-64128,High,6/3/2025,10,TRUE
INC-05245,Medium,2/15/2025,22,TRUE
INC-34633,Critical,8/27/2024,71,FALSE
INC-38318,Low,9/14/2024,37,FALSE
INC-34240,Medium,12/20/2024,58,FALSE
INC-82386,Low,6/23/2025,60,FALSE
INC-90140,Critical,7/1/2025,12,TRUE
INC-06698,Critical,11/12/2024,31,FALSE
INC-91413,Medium,6/29/2025,70,FALSE
INC-55052,Low,5/14/2025,49,FALSE
INC-14906,Critical,3/31/2025,69,FALSE
INC-71570,Low,6/25/2025,5,TRUE
INC-00227,High,2/22/2025,70,FALSE
INC-39663,Low,8/26/2024,56,FALSE
INC-46612,Critical,3/2/2025,12,TRUE
INC-98555,High,1/7/2025,70,FALSE
INC-23894,High,12/13/2024,10,TRUE
INC-04193,Critical,2/28/2025,18,TRUE
INC-04015,Medium,4/10/2025,34,FALSE
INC-51893,Medium,7/4/2024,16,TRUE
INC-78582,Critical,9/10/2024,54,FALSE
INC-50461,Critical,4/19/2025,2,TRUE
INC-70777,High,6/17/2025,44,FALSE
INC-62449,Critical,2/27/2025,68,FALSE
INC-46278,Critical,1/10/2025,72,FALSE
INC-09995,High,7/5/2024,55,FALSE
INC-91268,Medium,11/6/2024,25,FALSE
INC-84252,High,9/18/2024,2,TRUE
INC-09857,Low,4/8/2025,39,FALSE
INC-64226,Low,2/25/2025,49,FALSE
INC-45454,Low,3/31/2025,28,FALSE
INC-09490,Medium,11/30/2024,23,TRUE
INC-97898,Medium,3/4/2025,44,FALSE
INC-91216,High,10/29/2024,62,FALSE
INC-83505,Low,11/11/2024,41,FALSE
INC-84632,Medium,1/1/2025,35,FALSE
INC-19732,Medium,4/25/2025,11,TRUE
INC-95398,High,11/29/2024,62,FALSE
INC-19514,Medium,9/10/2024,45,FALSE
INC-60032,Critical,2/18/2025,5,TRUE
INC-97249,High,5/21/2025,5,TRUE
INC-50454,Critical,5/23/2025,18,TRUE
INC-06106,High,5/2/2025,11,TRUE
INC-42324,High,4/28/2025,4,TRUE
INC-24741,Critical,7/26/2024,48,FALSE
INC-15706,Critical,9/29/2024,6,TRUE
INC-67090,Low,2/12/2025,54,FALSE
INC-09079,Low,5/19/2025,37,FALSE
INC-79512,High,12/4/2024,55,FALSE
INC-02411,High,6/29/2025,63,FALSE
INC-71753,Low,12/15/2024,7,TRUE
INC-72019,High,12/6/2024,17,TRUE
INC-22838,Low,5/1/2025,41,FALSE
INC-84866,Critical,11/5/2024,14,TRUE
INC-40849,Low,7/4/2024,33,FALSE
INC-54160,Critical,12/27/2024,68,FALSE
INC-71794,Critical,4/10/2025,52,FALSE
INC-34666,Medium,6/18/2025,30,FALSE
INC-42503,High,1/19/2025,28,FALSE
INC-31541,Low,5/2/2025,63,FALSE
INC-06585,Critical,1/24/2025,61,FALSE
INC-85334,Medium,7/22/2024,70,FALSE
INC-61206,Low,1/10/2025,21,TRUE
INC-12858,Low,9/3/2024,36,FALSE
INC-32107,High,2/17/2025,58,FALSE
INC-92366,Medium,5/27/2025,54,FALSE
INC-37051,Critical,2/14/2025,20,TRUE
INC-52707,Medium,3/3/2025,8,TRUE
INC-27974,Low,6/5/2025,59,FALSE
INC-62654,Critical,9/14/2024,45,FALSE
INC-00179,Low,1/20/2025,52,FALSE
INC-60106,Critical,2/6/2025,14,TRUE
INC-79104,Low,5/26/2025,36,FALSE
INC-46789,High,7/7/2024,28,FALSE
INC-79683,Medium,4/14/2025,32,FALSE
INC-45626,Low,5/4/2025,11,TRUE
INC-93251,Critical,11/19/2024,11,TRUE
INC-06854,Critical,11/16/2024,44,FALSE
INC-30483,High,5/2/2025,11,TRUE
INC-43121,Critical,7/12/2024,37,FALSE
INC-15256,Critical,5/12/2025,72,FALSE
INC-74269,Low,4/14/2025,31,FALSE
INC-78058,Critical,4/26/2025,48,FALSE
INC-27060,High,10/31/2024,3,TRUE
INC-77257,Medium,2/24/2025,66,FALSE
INC-59700,High,2/19/2025,49,FALSE
INC-36069,Medium,4/3/2025,51,FALSE
INC-36057,Medium,3/27/2025,6,TRUE
INC-60113,Critical,9/12/2024,61,FALSE
INC-90236,Medium,10/7/2024,66,FALSE
INC-06024,Medium,12/24/2024,32,FALSE
INC-06470,High,6/8/2025,20,TRUE
