doc_id,doc_title,doc_domain,doc_text,source_name,publication_year,license_type,quality_score,word_count,chunk_count
DOC-0055,Finance Reference Note 055: What is inflation and why does it matter,Finance,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns.",Original Synthetic Knowledge Base v1.0,2022,Synthetic / CC0-style educational use,0.791,81,3
DOC-0056,Education Reference Note 056: What is blended learning,Education,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Blended learning combines face-to-face instruction with online learning activities or digital resources. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Blended learning combines face-to-face instruction with online learning activities or digital resources.",Original Synthetic Knowledge Base v1.2,2025,Synthetic / CC0-style educational use,0.975,65,7
DOC-0057,Technology Reference Note 057: What is retrieval-augmented generation,Technology,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Retrieval-augmented generation combines information retrieval with text generation so a model can answer using external context instead of relying only on internal parameters. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Retrieval-augmented generation combines information retrieval with text generation so a model can answer using external context instead of relying only on internal parameters.",Original Synthetic Knowledge Base v1.2,2026,Synthetic / CC0-style educational use,0.711,87,3
DOC-0058,Legal Reference Note 058: What is the purpose of a contract,Legal,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met.",Original Synthetic Knowledge Base v1.0,2026,Synthetic / CC0-style educational use,0.846,81,4
DOC-0059,Legal Reference Note 059: What is a privacy policy,Legal,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A privacy policy explains what personal data is collected, how it is used, stored, shared, and what rights users may have. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A privacy policy explains what personal data is collected, how it is used, stored, shared, and what rights users may have.",Original Synthetic Knowledge Base v1.1,2026,Synthetic / CC0-style educational use,0.783,83,7
DOC-0060,Environment Reference Note 060: What is climate adaptation,Environment,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.",Original Synthetic Knowledge Base v1.3,2023,Synthetic / CC0-style educational use,0.952,75,2
DOC-0061,Healthcare Reference Note 061: Why should antibiotics not be used for viral infection,Healthcare,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Antibiotics target bacteria, not viruses. Unnecessary use can cause side effects and contribute to antimicrobial resistance. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Antibiotics target bacteria, not viruses. Unnecessary use can cause side effects and contribute to antimicrobial resistance.",Original Synthetic Knowledge Base v1.2,2021,Synthetic / CC0-style educational use,0.681,73,3
DOC-0062,Environment Reference Note 062: What is climate adaptation,Environment,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.",Original Synthetic Knowledge Base v1.1,2026,Synthetic / CC0-style educational use,0.813,75,7
DOC-0063,Education Reference Note 063: What is blended learning,Education,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Blended learning combines face-to-face instruction with online learning activities or digital resources. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Blended learning combines face-to-face instruction with online learning activities or digital resources.",Original Synthetic Knowledge Base v1.0,2021,Synthetic / CC0-style educational use,0.703,65,7
DOC-0064,Finance Reference Note 064: Why is an emergency fund useful,Finance,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.",Original Synthetic Knowledge Base v1.0,2023,Synthetic / CC0-style educational use,0.855,79,3
DOC-0065,Education Reference Note 065: How does active recall improve learning,Education,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps.",Original Synthetic Knowledge Base v1.0,2023,Synthetic / CC0-style educational use,0.789,75,2
DOC-0066,Legal Reference Note 066: What does confidentiality mean in a business agreement,Legal,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Confidentiality means parties must protect sensitive information and avoid disclosing it without permission or legal requirement. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Confidentiality means parties must protect sensitive information and avoid disclosing it without permission or legal requirement.",Original Synthetic Knowledge Base v1.1,2026,Synthetic / CC0-style educational use,0.711,73,6
DOC-0067,Education Reference Note 067: What is blended learning,Education,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Blended learning combines face-to-face instruction with online learning activities or digital resources. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Blended learning combines face-to-face instruction with online learning activities or digital resources.",Original Synthetic Knowledge Base v1.1,2022,Synthetic / CC0-style educational use,0.939,65,3
DOC-0068,Education Reference Note 068: What is formative assessment,Education,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading.",Original Synthetic Knowledge Base v1.1,2026,Synthetic / CC0-style educational use,0.957,75,5
DOC-0069,Environment Reference Note 069: How does deforestation affect ecosystems,Environment,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Deforestation can reduce biodiversity, disrupt habitats, increase soil erosion, alter water cycles, and contribute to carbon emissions. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Deforestation can reduce biodiversity, disrupt habitats, increase soil erosion, alter water cycles, and contribute to carbon emissions.",Original Synthetic Knowledge Base v1.2,2022,Synthetic / CC0-style educational use,0.916,75,2
DOC-0070,Education Reference Note 070: What is formative assessment,Education,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading.",Original Synthetic Knowledge Base v1.3,2022,Synthetic / CC0-style educational use,0.74,75,5
DOC-0071,Legal Reference Note 071: What is intellectual property,Legal,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Intellectual property refers to creations of the mind such as inventions, designs, trademarks, written works, and software that may receive legal protection. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Intellectual property refers to creations of the mind such as inventions, designs, trademarks, written works, and software that may receive legal protection.",Original Synthetic Knowledge Base v1.1,2022,Synthetic / CC0-style educational use,0.687,85,3
DOC-0072,Education Reference Note 072: What is a learning objective,Education,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A learning objective states what a learner should know or be able to do after completing a lesson or activity. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A learning objective states what a learner should know or be able to do after completing a lesson or activity.",Original Synthetic Knowledge Base v1.2,2021,Synthetic / CC0-style educational use,0.97,81,4
DOC-0073,Legal Reference Note 073: What is a privacy policy,Legal,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A privacy policy explains what personal data is collected, how it is used, stored, shared, and what rights users may have. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A privacy policy explains what personal data is collected, how it is used, stored, shared, and what rights users may have.",Original Synthetic Knowledge Base v1.3,2026,Synthetic / CC0-style educational use,0.974,83,6
DOC-0074,Legal Reference Note 074: What is the purpose of a contract,Legal,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met.",Original Synthetic Knowledge Base v1.0,2023,Synthetic / CC0-style educational use,0.734,81,4
DOC-0075,Healthcare Reference Note 075: What is the recommended first-line lifestyle advice fo,Healthcare,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: For mild hypertension, lifestyle advice commonly includes reducing sodium intake, regular physical activity, weight management, limiting alcohol, stopping smoking, and following a balanced diet such as DASH. Clinical decisions should be individualized. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: For mild hypertension, lifestyle advice commonly includes reducing sodium intake, regular physical activity, weight management, limiting alcohol, stopping smoking, and following a balanced diet such as DASH. Clinical decisions should be individualized.",Original Synthetic Knowledge Base v1.3,2023,Synthetic / CC0-style educational use,0.899,105,4
DOC-0076,Education Reference Note 076: What is blended learning,Education,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Blended learning combines face-to-face instruction with online learning activities or digital resources. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Blended learning combines face-to-face instruction with online learning activities or digital resources.",Original Synthetic Knowledge Base v1.0,2024,Synthetic / CC0-style educational use,0.95,65,3
DOC-0077,Legal Reference Note 077: What is the purpose of a contract,Legal,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met.",Original Synthetic Knowledge Base v1.3,2021,Synthetic / CC0-style educational use,0.836,81,6
DOC-0078,Environment Reference Note 078: How does deforestation affect ecosystems,Environment,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Deforestation can reduce biodiversity, disrupt habitats, increase soil erosion, alter water cycles, and contribute to carbon emissions. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Deforestation can reduce biodiversity, disrupt habitats, increase soil erosion, alter water cycles, and contribute to carbon emissions.",Original Synthetic Knowledge Base v1.2,2024,Synthetic / CC0-style educational use,0.701,75,7
DOC-0079,Legal Reference Note 079: What is a privacy policy,Legal,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A privacy policy explains what personal data is collected, how it is used, stored, shared, and what rights users may have. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A privacy policy explains what personal data is collected, how it is used, stored, shared, and what rights users may have.",Original Synthetic Knowledge Base v1.2,2026,Synthetic / CC0-style educational use,0.934,83,7
DOC-0080,Legal Reference Note 080: What is a privacy policy,Legal,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A privacy policy explains what personal data is collected, how it is used, stored, shared, and what rights users may have. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A privacy policy explains what personal data is collected, how it is used, stored, shared, and what rights users may have.",Original Synthetic Knowledge Base v1.2,2026,Synthetic / CC0-style educational use,0.803,83,5
DOC-0081,Environment Reference Note 081: What is climate adaptation,Environment,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.",Original Synthetic Knowledge Base v1.1,2022,Synthetic / CC0-style educational use,0.806,75,5
DOC-0082,Environment Reference Note 082: How does deforestation affect ecosystems,Environment,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Deforestation can reduce biodiversity, disrupt habitats, increase soil erosion, alter water cycles, and contribute to carbon emissions. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Deforestation can reduce biodiversity, disrupt habitats, increase soil erosion, alter water cycles, and contribute to carbon emissions.",Original Synthetic Knowledge Base v1.2,2024,Synthetic / CC0-style educational use,0.844,75,2
DOC-0083,Legal Reference Note 083: What is intellectual property,Legal,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Intellectual property refers to creations of the mind such as inventions, designs, trademarks, written works, and software that may receive legal protection. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Intellectual property refers to creations of the mind such as inventions, designs, trademarks, written works, and software that may receive legal protection.",Original Synthetic Knowledge Base v1.1,2024,Synthetic / CC0-style educational use,0.916,85,6
DOC-0084,Environment Reference Note 084: What is climate adaptation,Environment,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.",Original Synthetic Knowledge Base v1.3,2024,Synthetic / CC0-style educational use,0.813,75,3
DOC-0085,Technology Reference Note 085: What is an API,Technology,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: An API is a set of rules that allows software systems to communicate and exchange data or functionality. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: An API is a set of rules that allows software systems to communicate and exchange data or functionality.",Original Synthetic Knowledge Base v1.1,2026,Synthetic / CC0-style educational use,0.705,77,6
DOC-0086,Environment Reference Note 086: What is air pollution,Environment,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Air pollution is the presence of harmful substances in the air that can affect health, climate, visibility, and ecosystems. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Air pollution is the presence of harmful substances in the air that can affect health, climate, visibility, and ecosystems.",Original Synthetic Knowledge Base v1.2,2021,Synthetic / CC0-style educational use,0.926,79,3
DOC-0087,Environment Reference Note 087: What is climate adaptation,Environment,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.",Original Synthetic Knowledge Base v1.1,2022,Synthetic / CC0-style educational use,0.724,75,2
DOC-0088,Finance Reference Note 088: What does credit risk mean,Finance,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations.",Original Synthetic Knowledge Base v1.0,2024,Synthetic / CC0-style educational use,0.804,79,7
DOC-0089,Technology Reference Note 089: What is a vector database used for,Technology,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A vector database stores embeddings and supports similarity search, helping systems retrieve semantically related text, images, or other data. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A vector database stores embeddings and supports similarity search, helping systems retrieve semantically related text, images, or other data.",Original Synthetic Knowledge Base v1.3,2024,Synthetic / CC0-style educational use,0.8,79,3
DOC-0090,Environment Reference Note 090: What is renewable energy,Environment,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass.",Original Synthetic Knowledge Base v1.0,2024,Synthetic / CC0-style educational use,0.746,71,7
DOC-0091,Technology Reference Note 091: What is an API,Technology,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: An API is a set of rules that allows software systems to communicate and exchange data or functionality. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: An API is a set of rules that allows software systems to communicate and exchange data or functionality.",Original Synthetic Knowledge Base v1.0,2025,Synthetic / CC0-style educational use,0.755,77,2
DOC-0092,Education Reference Note 092: How does active recall improve learning,Education,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps.",Original Synthetic Knowledge Base v1.3,2026,Synthetic / CC0-style educational use,0.839,75,6
DOC-0093,Technology Reference Note 093: Why is model evaluation important,Technology,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Model evaluation measures performance, reliability, bias, errors, and suitability before deployment. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Model evaluation measures performance, reliability, bias, errors, and suitability before deployment.",Original Synthetic Knowledge Base v1.3,2025,Synthetic / CC0-style educational use,0.925,63,6
DOC-0094,Education Reference Note 094: What is blended learning,Education,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Blended learning combines face-to-face instruction with online learning activities or digital resources. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Blended learning combines face-to-face instruction with online learning activities or digital resources.",Original Synthetic Knowledge Base v1.3,2022,Synthetic / CC0-style educational use,0.903,65,5
DOC-0095,Education Reference Note 095: What is a learning objective,Education,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A learning objective states what a learner should know or be able to do after completing a lesson or activity. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A learning objective states what a learner should know or be able to do after completing a lesson or activity.",Original Synthetic Knowledge Base v1.1,2026,Synthetic / CC0-style educational use,0.763,81,6
DOC-0096,Education Reference Note 096: How does active recall improve learning,Education,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps.",Original Synthetic Knowledge Base v1.2,2024,Synthetic / CC0-style educational use,0.703,75,4
DOC-0097,Finance Reference Note 097: What is inflation and why does it matter,Finance,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns.",Original Synthetic Knowledge Base v1.2,2023,Synthetic / CC0-style educational use,0.948,81,2
DOC-0098,Finance Reference Note 098: How does compound interest work,Finance,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Compound interest adds interest to the principal and previously earned interest, so money can grow faster over time. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Compound interest adds interest to the principal and previously earned interest, so money can grow faster over time.",Original Synthetic Knowledge Base v1.1,2024,Synthetic / CC0-style educational use,0.888,77,7
DOC-0099,Finance Reference Note 099: What is diversification in investment,Finance,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Diversification means spreading investments across different assets, sectors, or regions to reduce exposure to a single source of risk. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Diversification means spreading investments across different assets, sectors, or regions to reduce exposure to a single source of risk.",Original Synthetic Knowledge Base v1.3,2024,Synthetic / CC0-style educational use,0.779,79,5
DOC-0100,Education Reference Note 100: What is formative assessment,Education,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading.",Original Synthetic Knowledge Base v1.1,2024,Synthetic / CC0-style educational use,0.797,75,6
DOC-0101,Environment Reference Note 101: What is renewable energy,Environment,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass.",Original Synthetic Knowledge Base v1.3,2024,Synthetic / CC0-style educational use,0.682,71,4
DOC-0102,Legal Reference Note 102: Why are terms and conditions important,Legal,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Terms and conditions define rules for using a service, responsibilities of users and providers, limitations, payments, and dispute handling. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Terms and conditions define rules for using a service, responsibilities of users and providers, limitations, payments, and dispute handling.",Original Synthetic Knowledge Base v1.3,2025,Synthetic / CC0-style educational use,0.904,79,6
DOC-0103,Technology Reference Note 103: What is a vector database used for,Technology,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A vector database stores embeddings and supports similarity search, helping systems retrieve semantically related text, images, or other data. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A vector database stores embeddings and supports similarity search, helping systems retrieve semantically related text, images, or other data.",Original Synthetic Knowledge Base v1.3,2022,Synthetic / CC0-style educational use,0.762,79,5
DOC-0104,Healthcare Reference Note 104: Why should antibiotics not be used for viral infection,Healthcare,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Antibiotics target bacteria, not viruses. Unnecessary use can cause side effects and contribute to antimicrobial resistance. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Antibiotics target bacteria, not viruses. Unnecessary use can cause side effects and contribute to antimicrobial resistance.",Original Synthetic Knowledge Base v1.2,2026,Synthetic / CC0-style educational use,0.884,73,5
DOC-0105,Environment Reference Note 105: How does deforestation affect ecosystems,Environment,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Deforestation can reduce biodiversity, disrupt habitats, increase soil erosion, alter water cycles, and contribute to carbon emissions. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Deforestation can reduce biodiversity, disrupt habitats, increase soil erosion, alter water cycles, and contribute to carbon emissions.",Original Synthetic Knowledge Base v1.3,2022,Synthetic / CC0-style educational use,0.974,75,6
DOC-0106,Healthcare Reference Note 106: Why should antibiotics not be used for viral infection,Healthcare,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Antibiotics target bacteria, not viruses. Unnecessary use can cause side effects and contribute to antimicrobial resistance. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Antibiotics target bacteria, not viruses. Unnecessary use can cause side effects and contribute to antimicrobial resistance.",Original Synthetic Knowledge Base v1.0,2021,Synthetic / CC0-style educational use,0.873,73,3
DOC-0107,Education Reference Note 107: How does active recall improve learning,Education,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps.",Original Synthetic Knowledge Base v1.0,2023,Synthetic / CC0-style educational use,0.794,75,3
DOC-0108,Education Reference Note 108: What is a learning objective,Education,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A learning objective states what a learner should know or be able to do after completing a lesson or activity. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A learning objective states what a learner should know or be able to do after completing a lesson or activity.",Original Synthetic Knowledge Base v1.2,2024,Synthetic / CC0-style educational use,0.763,81,5
DOC-0109,Legal Reference Note 109: What is the purpose of a contract,Legal,"This note provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met. The reference material provides neutral background information for question answering. It emphasizes evidence-grounded responses, scope limits, and careful validation. Key concept: A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met.",Original Synthetic Knowledge Base v1.3,2021,Synthetic / CC0-style educational use,0.905,81,2
